Checking Account,Duration,Credit History,Purpose,Credit Amount,Savings,Present Employment Time,Installment Rate,Personal Status,Guarantors,Residence Time,Property,Age,Other Plans,Housing,Existing Credits,Job,Num of People,Telephone,Foreign Worker,gender,labels
A13,21,A34,A43,2085,A61,A72,3,single,A101,3,A122,27,A143,A151,1,A173,1,A191,A201,male,1
A14,23,A32,A40,5620,A65,A73,3,single,A101,3,A124,43,A143,A153,1,A173,1,A191,A201,female,0
A12,28,A32,A43,2687,A62,A73,3,single,A101,1,A123,25,A143,A152,1,A173,1,A191,A201,male,1
A11,14,A32,A42,2707,A61,A73,1,divorced/seperated,A101,1,A123,22,A143,A151,1,A173,1,A191,A201,male,1
A13,7,A32,A40,280,A61,A74,3,single,A101,1,A121,38,A143,A152,1,A173,1,A191,A201,male,0
A13,22,A31,A42,3114,A63,A74,2,divorced/seperated/married,A101,1,A123,41,A142,A152,1,A172,1,A192,A201,female,1
A12,39,A34,A49,4711,A65,A74,3,single,A101,1,A123,30,A143,A152,1,A173,1,A192,A201,male,0
A14,19,A34,A43,1498,A61,A75,3,single,A101,3,A122,32,A143,A152,2,A173,1,A192,A201,male,1
A12,25,A32,A43,870,A61,A73,3,married/widowed,A103,1,A121,29,A143,A152,1,A172,1,A191,A201,male,1
A14,13,A32,A42,826,A65,A75,3,single,A101,3,A121,46,A143,A152,1,A173,1,A192,A201,male,1
A14,18,A34,A41,2479,A61,A71,3,single,A101,3,A124,49,A143,A153,1,A174,1,A192,A201,male,1
A11,43,A32,A43,4750,A61,A73,3,single,A101,2,A122,29,A143,A152,1,A173,1,A192,A201,male,0
A13,14,A32,A42,276,A61,A74,3,single,A101,1,A124,39,A143,A152,1,A174,1,A192,A201,male,0
A14,17,A31,A49,4672,A63,A74,3,single,A101,3,A123,31,A141,A152,1,A173,1,A192,A201,male,0
A14,33,A33,A49,2431,A65,A73,3,divorced/seperated/married,A101,1,A121,38,A143,A152,1,A173,2,A192,A201,female,1
A11,15,A32,A40,2114,A61,A73,3,single,A101,3,A122,25,A143,A152,1,A172,1,A191,A201,male,0
A12,9,A32,A43,288,A61,A73,2,single,A101,1,A121,21,A143,A152,1,A173,1,A191,A201,male,0
A14,27,A32,A46,5811,A65,A73,1,divorced/seperated/married,A101,3,A121,29,A143,A151,1,A173,1,A191,A201,female,1
A14,13,A34,A41,2650,A61,A75,3,single,A101,1,A123,39,A143,A152,1,A173,1,A191,A201,male,1
A12,30,A32,A43,9223,A65,A72,3,single,A101,1,A123,25,A143,A152,1,A173,1,A191,A201,male,1
A12,13,A32,A43,1226,A61,A73,3,divorced/seperated/married,A101,1,A121,30,A143,A152,1,A173,1,A191,A201,female,1
A12,11,A32,A43,793,A61,A73,3,divorced/seperated/married,A101,3,A121,32,A143,A152,1,A172,1,A191,A201,female,1
A11,11,A34,A42,585,A61,A73,3,divorced/seperated/married,A101,3,A122,25,A143,A152,2,A172,1,A191,A201,female,1
A14,12,A32,A43,1796,A61,A72,3,divorced/seperated/married,A101,3,A121,32,A143,A151,1,A173,1,A192,A201,female,1
A14,11,A34,A42,1186,A65,A75,3,single,A101,3,A121,46,A143,A151,2,A173,1,A191,A201,male,1
A14,25,A31,A40,1045,A61,A73,3,single,A101,2,A121,42,A143,A152,1,A172,1,A191,A201,male,1
A11,16,A32,A43,912,A61,A73,3,divorced/seperated/married,A101,1,A121,24,A143,A152,1,A172,1,A191,A201,female,0
A11,18,A32,A42,6498,A61,A73,3,single,A101,2,A123,24,A143,A152,1,A173,1,A191,A201,male,0
A11,9,A32,A40,2338,A61,A73,3,divorced/seperated/married,A101,3,A123,25,A143,A152,1,A172,1,A191,A201,female,0
A14,12,A32,A43,900,A62,A75,3,single,A101,3,A123,37,A143,A151,2,A173,1,A192,A201,male,1
A12,24,A32,A49,3901,A61,A74,3,single,A101,3,A123,50,A141,A152,2,A173,1,A192,A201,male,1
A11,11,A32,A40,4699,A61,A75,1,single,A101,3,A123,53,A141,A152,1,A174,1,A191,A201,male,0
A14,11,A32,A40,1277,A61,A75,3,single,A101,3,A121,34,A143,A152,1,A172,1,A191,A201,male,1
A12,8,A32,A43,297,A61,A73,3,single,A101,2,A121,31,A143,A152,1,A173,1,A191,A201,male,1
A11,14,A32,A40,2612,A61,A73,3,single,A101,2,A121,25,A143,A152,1,A172,1,A191,A201,male,0
A14,34,A32,A49,2875,A65,A74,3,single,A101,2,A122,52,A143,A152,1,A173,2,A192,A201,male,1
A14,20,A32,A43,5018,A61,A74,1,single,A102,1,A121,28,A143,A152,1,A173,1,A191,A201,male,1
A12,42,A32,A49,7472,A62,A75,3,single,A101,2,A124,32,A141,A152,1,A174,1,A191,A201,male,0
A12,5,A33,A40,4516,A61,A74,1,single,A101,3,A122,56,A141,A152,1,A174,1,A191,A201,male,1
A14,25,A34,A41,3392,A65,A74,3,single,A101,3,A123,50,A143,A152,1,A173,1,A192,A201,male,1
A11,11,A32,A43,4802,A61,A73,1,single,A101,1,A123,23,A143,A152,1,A173,1,A191,A201,male,1
A14,19,A33,A42,969,A63,A73,3,single,A101,3,A121,42,A143,A152,2,A172,1,A192,A201,male,1
A12,6,A34,A40,1244,A61,A74,1,single,A101,3,A121,28,A141,A151,1,A172,1,A191,A201,male,0
A11,17,A32,A40,3877,A61,A75,2,divorced/seperated/married,A101,3,A124,66,A141,A152,1,A173,1,A192,A201,female,0
A11,33,A32,A43,415,A61,A73,2,single,A101,3,A121,40,A143,A152,1,A173,1,A191,A201,male,0
A12,12,A32,A40,291,A61,A74,3,single,A101,1,A123,27,A143,A152,1,A174,1,A191,A201,male,0
A14,12,A32,A43,1545,A61,A75,2,single,A101,3,A122,44,A143,A152,1,A173,1,A191,A201,male,1
A14,14,A32,A45,1616,A63,A73,3,single,A101,3,A123,31,A143,A152,1,A173,1,A191,A201,male,1
A12,28,A32,A43,2604,A61,A72,3,divorced/seperated/married,A101,1,A123,26,A143,A152,1,A172,1,A192,A201,female,0
A12,29,A32,A40,5426,A62,A72,3,single,A101,2,A124,36,A143,A153,1,A172,1,A191,A201,male,1
A14,13,A32,A40,6180,A62,A72,1,divorced/seperated/married,A101,3,A122,44,A143,A152,1,A173,1,A191,A201,female,0
A14,10,A32,A40,1360,A61,A73,3,divorced/seperated/married,A101,3,A122,35,A143,A152,1,A172,1,A191,A201,female,1
A11,43,A30,A42,9182,A61,A72,3,divorced/seperated/married,A101,3,A123,20,A143,A151,1,A174,1,A192,A201,female,0
A13,17,A32,A43,287,A61,A73,2,single,A101,1,A121,24,A143,A152,1,A173,1,A191,A201,male,0
A13,19,A32,A40,2717,A61,A74,3,single,A101,1,A123,29,A143,A152,1,A172,1,A191,A201,male,0
A12,26,A32,A40,1016,A61,A72,1,divorced/seperated/married,A101,2,A123,22,A143,A151,1,A174,1,A191,A201,female,0
A14,18,A32,A43,2752,A65,A75,3,single,A101,3,A123,46,A143,A152,1,A173,1,A191,A201,male,1
A12,11,A34,A43,1304,A61,A73,3,single,A101,2,A123,23,A143,A152,1,A173,1,A191,A201,male,1
A14,30,A30,A40,4650,A65,A73,2,single,A101,2,A121,34,A143,A152,1,A173,1,A191,A201,male,0
A11,15,A34,A43,1197,A61,A73,3,single,A101,3,A122,36,A143,A152,2,A172,1,A191,A202,male,0
A12,28,A34,A41,1485,A61,A74,3,single,A101,1,A122,35,A143,A152,2,A173,1,A191,A201,male,0
A14,21,A34,A42,2137,A61,A74,3,single,A101,1,A122,27,A143,A152,1,A173,1,A191,A201,male,1
A14,14,A32,A42,2176,A61,A73,3,single,A101,2,A121,26,A143,A152,1,A173,1,A191,A201,male,1
A12,20,A34,A41,2866,A61,A74,1,single,A101,1,A123,29,A143,A152,1,A173,1,A191,A201,male,1
A14,34,A32,A42,8538,A61,A72,3,single,A101,3,A122,34,A143,A152,1,A173,1,A192,A201,male,1
A14,12,A34,A43,1747,A62,A75,3,single,A101,3,A122,62,A143,A152,1,A173,1,A192,A201,male,1
A14,10,A32,A43,1211,A62,A75,3,single,A101,3,A123,36,A143,A152,1,A173,1,A192,A201,male,1
A12,10,A32,A43,806,A61,A73,3,divorced/seperated/married,A101,2,A121,33,A143,A152,1,A172,1,A191,A201,female,1
A12,17,A32,A43,276,A64,A73,3,single,A101,1,A122,29,A143,A152,1,A174,1,A192,A201,male,1
A14,25,A32,A42,2624,A61,A74,1,divorced/seperated/married,A102,3,A123,23,A143,A151,1,A173,1,A191,A201,female,1
A14,9,A32,A41,1120,A65,A75,3,single,A101,3,A123,54,A143,A152,1,A174,1,A192,A201,male,1
A14,27,A32,A40,6963,A61,A75,3,single,A101,2,A123,32,A143,A152,1,A173,1,A191,A201,male,1
A14,25,A32,A43,688,A61,A73,3,married/widowed,A101,1,A122,23,A143,A152,1,A173,1,A191,A201,male,1
A12,28,A34,A46,7342,A65,A73,1,single,A101,3,A123,54,A143,A152,1,A173,1,A192,A202,male,1
A14,19,A34,A43,1954,A61,A73,3,single,A101,2,A123,23,A143,A152,1,A173,1,A191,A201,male,1
A11,22,A32,A40,2287,A61,A74,1,married/widowed,A101,3,A123,44,A141,A152,1,A172,1,A192,A201,male,0
A14,8,A32,A40,2125,A65,A75,2,single,A101,3,A123,47,A143,A152,2,A173,1,A191,A201,male,1
A14,35,A32,A43,2167,A61,A75,3,single,A101,2,A123,27,A143,A151,1,A173,1,A191,A201,male,1
A11,43,A34,A410,6228,A65,A73,3,single,A101,2,A123,54,A143,A152,1,A174,1,A192,A201,male,1
A12,10,A32,A43,276,A61,A73,3,single,A101,1,A124,39,A143,A153,1,A174,1,A191,A201,male,0
A14,16,A32,A43,1381,A61,A75,3,single,A101,2,A123,56,A143,A152,1,A173,1,A191,A201,male,1
A12,24,A34,A43,2617,A61,A73,2,single,A101,3,A123,23,A141,A151,1,A172,1,A192,A201,male,0
A12,9,A32,A43,912,A61,A73,3,divorced/seperated/married,A103,2,A121,36,A143,A152,1,A173,1,A191,A201,female,1
A12,14,A32,A43,4718,A61,A75,2,single,A101,2,A123,24,A143,A152,1,A173,1,A191,A201,male,1
A12,12,A32,A43,3007,A61,A73,2,single,A101,3,A123,26,A143,A152,1,A172,1,A191,A201,male,1
A14,28,A32,A40,724,A62,A72,3,divorced/seperated/married,A101,3,A121,28,A143,A151,1,A174,1,A192,A201,female,1
A14,18,A34,A46,2634,A61,A72,3,single,A101,3,A124,49,A143,A153,2,A173,1,A191,A201,male,1
A14,21,A34,A40,2130,A61,A75,3,single,A101,3,A123,43,A143,A151,1,A172,1,A192,A201,male,1
A14,15,A34,A43,1797,A62,A75,3,single,A101,3,A123,44,A143,A152,1,A173,1,A192,A201,male,1
A12,8,A32,A43,1274,A61,A73,3,single,A101,3,A121,26,A143,A152,1,A172,1,A191,A201,male,1
A12,11,A32,A42,743,A61,A72,2,divorced/seperated/married,A101,3,A121,20,A143,A151,1,A173,1,A192,A201,female,0
A12,31,A34,A42,6569,A61,A71,3,single,A101,1,A124,34,A143,A152,1,A174,1,A192,A201,male,1
A14,13,A32,A43,1339,A65,A72,3,divorced/seperated/married,A101,1,A123,30,A143,A152,1,A173,1,A192,A201,female,1
A12,8,A34,A43,1783,A61,A75,3,single,A101,3,A123,39,A143,A152,1,A173,1,A192,A201,male,1
A14,24,A32,A43,2404,A61,A74,3,single,A101,2,A123,30,A143,A152,1,A173,1,A192,A201,male,1
A14,28,A34,A40,1047,A62,A75,3,divorced/seperated/married,A101,3,A123,29,A143,A152,1,A174,2,A192,A201,female,1
A11,23,A32,A42,2441,A61,A73,2,divorced/seperated,A101,1,A122,36,A143,A152,1,A172,1,A191,A201,male,1
A11,15,A32,A42,6502,A61,A73,1,divorced/seperated,A101,1,A121,26,A143,A152,1,A173,1,A191,A201,male,1
A14,16,A32,A43,1415,A61,A74,2,divorced/seperated/married,A101,1,A121,23,A143,A151,1,A173,1,A191,A201,female,1
A12,17,A32,A40,3189,A61,A75,2,single,A101,3,A123,34,A141,A152,1,A173,1,A191,A201,male,0
A14,15,A34,A42,1565,A61,A72,3,divorced/seperated/married,A101,2,A122,27,A143,A151,1,A173,1,A191,A201,female,1
A14,17,A34,A43,1890,A61,A75,3,single,A101,3,A123,37,A143,A152,2,A173,1,A192,A201,male,1
A12,26,A34,A43,3700,A61,A74,2,married/widowed,A103,1,A121,30,A141,A152,1,A172,1,A191,A201,male,1
A14,16,A34,A43,795,A64,A75,3,single,A101,3,A123,58,A143,A152,1,A173,1,A191,A201,male,1
A14,27,A34,A43,1725,A61,A73,3,married/widowed,A101,2,A122,27,A143,A152,2,A173,1,A192,A201,male,1
A14,27,A34,A41,2212,A61,A75,3,single,A101,3,A124,42,A143,A153,1,A173,1,A191,A201,male,1
A12,11,A32,A42,1697,A65,A72,2,divorced/seperated,A101,1,A121,38,A143,A152,1,A173,1,A191,A201,male,1
A11,7,A32,A42,2336,A61,A73,1,divorced/seperated,A101,1,A123,31,A143,A152,1,A173,1,A191,A201,male,1
A11,19,A34,A49,1347,A61,A73,3,single,A101,3,A122,36,A141,A152,2,A173,1,A191,A201,male,1
A14,29,A32,A49,3921,A61,A74,1,single,A101,2,A123,37,A143,A152,2,A173,1,A192,A201,male,1
A11,6,A34,A43,374,A61,A73,1,divorced/seperated/married,A101,1,A123,27,A143,A152,1,A172,1,A191,A201,female,1
A11,12,A32,A40,9985,A61,A75,1,single,A101,3,A123,51,A141,A152,1,A174,1,A192,A201,male,0
A14,15,A32,A43,1921,A65,A75,3,single,A101,3,A123,58,A143,A152,1,A173,1,A192,A201,male,1
A12,24,A34,A46,3288,A61,A71,3,single,A101,2,A123,55,A143,A152,1,A174,1,A191,A201,male,1
A11,17,A32,A43,4889,A61,A73,3,single,A101,1,A122,30,A143,A152,1,A173,1,A191,A201,male,1
A11,28,A34,A43,866,A61,A73,3,married/widowed,A101,2,A121,33,A141,A152,2,A172,1,A191,A201,male,0
A11,38,A34,A41,6575,A61,A75,3,single,A101,3,A124,33,A143,A153,2,A174,1,A192,A201,male,1
A14,24,A32,A43,7161,A61,A72,3,divorced/seperated/married,A102,2,A121,32,A143,A152,1,A173,1,A191,A201,female,1
A14,19,A34,A43,2845,A61,A75,1,single,A101,3,A122,46,A143,A152,2,A173,1,A191,A201,male,1
A11,12,A32,A40,1599,A65,A75,2,single,A101,3,A123,59,A141,A152,1,A173,1,A192,A201,male,0
A12,27,A32,A43,3062,A61,A73,3,single,A101,1,A124,26,A143,A152,1,A173,1,A191,A201,male,1
A13,15,A34,A43,1157,A61,A73,3,single,A101,1,A123,24,A143,A152,1,A173,1,A191,A201,male,1
A14,56,A34,A41,15099,A65,A73,2,single,A101,1,A122,32,A143,A152,1,A174,1,A192,A201,male,1
A12,8,A32,A40,646,A61,A73,3,married/widowed,A101,2,A121,23,A143,A152,1,A172,1,A191,A201,male,1
A11,7,A34,A40,1203,A65,A72,3,single,A101,3,A121,32,A143,A152,1,A172,1,A191,A202,male,1
A13,11,A32,A40,1548,A62,A72,3,divorced/seperated/married,A101,3,A122,26,A143,A151,1,A173,1,A191,A201,female,0
A12,43,A32,A49,5878,A65,A74,3,single,A101,3,A123,38,A143,A152,1,A173,1,A192,A201,male,1
A11,31,A32,A40,1690,A62,A72,3,divorced/seperated/married,A101,3,A122,20,A143,A151,1,A173,1,A192,A201,female,0
A12,27,A31,A49,2799,A62,A74,3,single,A101,3,A123,45,A143,A152,1,A173,1,A191,A201,male,1
A11,21,A32,A40,280,A61,A74,2,divorced/seperated/married,A101,3,A123,33,A143,A152,1,A173,1,A192,A201,female,0
A12,7,A32,A43,352,A61,A73,3,single,A101,1,A121,23,A143,A152,1,A173,1,A191,A201,male,1
A12,29,A32,A43,2713,A62,A72,1,divorced/seperated,A101,3,A123,24,A143,A152,1,A172,1,A192,A201,male,0
A12,11,A32,A43,2354,A61,A74,3,single,A101,3,A123,40,A143,A152,1,A174,1,A192,A201,male,1
A14,10,A32,A49,1459,A61,A73,3,single,A101,3,A122,24,A143,A152,1,A173,1,A192,A201,male,1
A12,58,A34,A49,9134,A62,A73,3,single,A101,2,A123,50,A143,A152,1,A173,1,A192,A201,male,1
A14,16,A32,A43,2890,A61,A74,3,divorced/seperated/married,A101,2,A121,36,A143,A152,1,A174,1,A192,A201,female,1
A11,18,A32,A40,3979,A61,A73,2,single,A101,3,A122,33,A143,A151,1,A173,1,A192,A201,male,0
A11,7,A32,A40,4501,A61,A73,2,married/widowed,A101,3,A121,22,A143,A151,1,A172,1,A191,A201,male,1
A11,25,A32,A40,5334,A61,A73,3,single,A101,2,A122,44,A143,A152,1,A173,1,A192,A201,male,0
A11,42,A34,A49,3710,A61,A72,2,married/widowed,A101,1,A122,24,A143,A152,1,A173,1,A192,A201,male,0
A11,20,A32,A42,3263,A61,A73,2,divorced/seperated,A101,2,A123,35,A143,A152,1,A173,1,A191,A201,male,1
A11,15,A34,A46,5630,A65,A75,3,single,A101,2,A124,43,A141,A153,2,A174,1,A192,A201,male,0
A11,7,A32,A42,7458,A61,A74,1,single,A101,2,A121,33,A143,A152,1,A173,1,A191,A201,male,0
A12,9,A32,A43,865,A61,A75,3,divorced/seperated/married,A103,3,A121,46,A143,A152,1,A173,1,A192,A201,female,1
A12,13,A32,A43,988,A65,A72,3,divorced/seperated/married,A101,3,A122,32,A143,A152,1,A172,1,A192,A201,female,1
A14,20,A32,A41,3435,A65,A73,3,single,A101,3,A121,30,A143,A151,1,A173,1,A191,A201,male,1
A14,11,A32,A43,846,A61,A74,3,single,A101,3,A123,34,A143,A152,1,A173,2,A192,A201,male,1
A12,17,A32,A40,3397,A65,A73,2,single,A101,3,A123,34,A143,A152,1,A172,1,A191,A201,male,1
A11,28,A32,A40,11551,A61,A75,1,single,A101,3,A124,35,A141,A153,1,A173,1,A192,A201,male,0
A12,37,A34,A46,3807,A61,A73,3,single,A101,3,A123,51,A143,A152,1,A173,1,A191,A201,male,1
A13,10,A33,A40,602,A61,A74,3,single,A101,2,A124,31,A141,A152,1,A174,2,A191,A201,male,1
A14,28,A32,A42,3810,A63,A73,2,single,A101,3,A122,43,A143,A152,1,A172,1,A192,A201,male,1
A12,8,A32,A49,276,A61,A73,3,married/widowed,A101,1,A121,24,A143,A152,1,A173,1,A192,A201,male,1
A12,16,A32,A42,979,A61,A73,2,divorced/seperated/married,A101,1,A122,22,A143,A152,1,A172,1,A191,A201,female,1
A14,16,A34,A41,918,A61,A74,3,divorced/seperated/married,A101,2,A122,31,A143,A152,1,A173,1,A191,A201,female,1
A14,9,A34,A42,1296,A61,A75,3,single,A101,3,A121,39,A143,A151,2,A172,1,A191,A201,male,1
A11,23,A32,A40,3499,A61,A72,3,divorced/seperated/married,A101,3,A123,23,A143,A151,1,A173,1,A192,A201,female,0
A14,16,A32,A42,736,A63,A74,3,single,A101,3,A122,34,A141,A152,1,A173,1,A191,A201,male,1
A14,48,A34,A41,10184,A64,A73,3,single,A101,2,A123,38,A143,A152,1,A174,1,A192,A201,male,1
A12,23,A32,A49,5483,A61,A71,3,single,A101,3,A123,45,A141,A152,2,A173,1,A192,A201,male,1
A14,13,A34,A42,1751,A61,A75,3,single,A101,3,A123,35,A143,A152,1,A173,1,A192,A201,male,1
A12,19,A32,A42,2438,A65,A74,3,single,A101,1,A123,25,A143,A152,1,A173,1,A191,A201,male,1
A11,35,A32,A40,2728,A61,A72,3,divorced/seperated/married,A101,3,A121,20,A143,A151,1,A173,1,A192,A201,female,0
A11,16,A32,A40,4104,A61,A72,2,divorced/seperated/married,A101,2,A123,22,A143,A152,1,A173,1,A191,A201,female,0
A12,62,A34,A49,15420,A61,A73,3,single,A101,3,A124,44,A143,A152,1,A173,1,A192,A201,male,0
A11,11,A32,A43,1720,A61,A72,3,divorced/seperated/married,A101,3,A122,25,A143,A151,1,A173,1,A191,A201,female,1
A12,11,A32,A43,1374,A61,A73,3,single,A101,3,A121,24,A143,A152,1,A172,1,A191,A201,male,1
A12,21,A32,A49,1369,A62,A74,3,single,A101,3,A122,27,A143,A152,2,A173,1,A191,A201,male,1
A14,10,A34,A42,909,A64,A74,3,single,A101,2,A121,22,A143,A151,1,A173,1,A191,A202,male,1
A11,16,A30,A41,3993,A61,A72,2,divorced/seperated/married,A101,3,A123,19,A143,A151,1,A173,1,A192,A201,female,0
A14,19,A34,A46,1775,A61,A71,3,single,A101,2,A124,56,A143,A153,1,A174,2,A192,A201,male,1
A14,10,A32,A43,2414,A61,A73,1,divorced/seperated/married,A101,1,A121,21,A143,A152,1,A173,1,A191,A201,female,1
A11,30,A34,A43,1159,A61,A72,3,married/widowed,A103,1,A122,27,A143,A152,2,A173,1,A191,A201,male,0
A12,5,A30,A45,767,A61,A72,1,divorced/seperated/married,A101,3,A121,19,A143,A151,1,A173,1,A191,A201,female,0
A14,13,A32,A43,1126,A61,A73,3,married/widowed,A101,2,A121,23,A141,A152,1,A173,1,A191,A201,male,1
A12,40,A34,A46,4288,A61,A73,3,single,A101,3,A123,46,A143,A152,1,A173,1,A191,A201,male,1
A14,13,A32,A40,747,A63,A73,3,single,A101,3,A123,47,A143,A152,1,A173,1,A191,A201,male,1
A12,5,A34,A40,2696,A61,A74,1,single,A101,3,A123,29,A143,A152,1,A172,2,A191,A201,male,1
A14,13,A32,A42,1739,A63,A75,2,divorced/seperated/married,A101,3,A122,34,A143,A152,1,A173,1,A192,A201,male,1
A12,50,A34,A46,7322,A61,A73,3,single,A101,3,A123,43,A143,A152,1,A173,1,A192,A201,male,0
A12,18,A32,A45,357,A61,A73,3,single,A101,1,A123,24,A143,A152,1,A174,1,A191,A201,male,0
A14,11,A32,A42,3610,A63,A75,1,single,A101,3,A122,57,A143,A152,1,A173,1,A191,A201,male,1
A12,16,A32,A43,1064,A61,A73,3,divorced/seperated/married,A103,1,A121,33,A143,A152,1,A173,1,A191,A201,female,1
A12,19,A34,A43,881,A65,A74,3,married/widowed,A101,1,A122,26,A143,A152,2,A173,1,A192,A201,male,1
A12,44,A32,A40,11872,A65,A72,2,divorced/seperated/married,A101,1,A123,29,A143,A152,1,A173,1,A191,A201,female,1
A12,24,A32,A40,3022,A62,A72,1,divorced/seperated/married,A101,3,A123,22,A143,A151,1,A172,1,A191,A201,female,0
A14,15,A32,A40,1855,A61,A73,2,single,A101,3,A122,38,A143,A152,1,A173,1,A191,A201,male,1
A12,52,A34,A49,10782,A62,A73,3,single,A101,3,A123,41,A143,A152,1,A173,1,A191,A201,male,1
A14,25,A34,A43,1091,A61,A73,3,single,A101,2,A122,28,A143,A152,2,A173,1,A191,A201,male,1
A12,20,A34,A49,1470,A61,A73,3,single,A101,2,A122,24,A143,A152,1,A173,1,A191,A201,male,1
A14,55,A32,A49,7296,A65,A75,3,single,A101,2,A122,34,A143,A152,1,A172,1,A192,A201,male,0
A14,17,A34,A40,5471,A61,A75,2,single,A101,3,A123,51,A143,A152,1,A174,1,A192,A201,male,1
A14,29,A30,A49,4261,A61,A75,1,single,A101,3,A122,50,A143,A152,2,A172,1,A191,A201,male,1
A12,12,A34,A40,1117,A61,A73,3,single,A101,2,A122,24,A143,A152,1,A172,1,A191,A201,male,1
A14,11,A32,A41,3020,A62,A73,1,divorced/seperated/married,A101,3,A122,45,A143,A152,1,A172,1,A191,A201,female,1
A11,14,A32,A40,2933,A61,A75,3,divorced/seperated/married,A101,3,A124,51,A143,A152,1,A173,1,A192,A201,female,0
A12,47,A32,A41,7731,A65,A73,3,divorced/seperated/married,A101,3,A123,37,A143,A152,1,A173,1,A191,A201,female,0
A14,13,A34,A41,1558,A61,A75,3,single,A101,3,A123,35,A143,A152,1,A173,1,A191,A201,male,1
A14,8,A32,A43,653,A61,A73,2,divorced/seperated/married,A101,1,A123,23,A143,A152,1,A173,1,A191,A201,female,1
A12,39,A32,A40,3652,A62,A75,1,divorced/seperated/married,A101,3,A124,30,A141,A153,1,A172,1,A191,A201,female,0
A14,19,A34,A42,2629,A65,A75,3,single,A101,3,A122,65,A143,A152,2,A173,1,A191,A201,male,1
A14,11,A32,A43,2463,A61,A73,2,married/widowed,A101,1,A121,23,A143,A152,1,A173,1,A191,A201,male,1
A14,29,A34,A41,4459,A61,A74,2,single,A101,1,A123,39,A143,A152,1,A173,1,A192,A201,male,1
A12,9,A32,A40,2058,A61,A74,1,single,A101,2,A122,30,A141,A152,1,A173,1,A191,A201,male,0
A12,18,A32,A43,576,A61,A73,3,married/widowed,A101,2,A121,27,A143,A152,1,A172,1,A191,A201,male,1
A14,17,A32,A43,1425,A61,A75,3,single,A101,3,A123,43,A143,A152,1,A174,1,A192,A201,male,1
A11,13,A34,A42,3905,A61,A73,3,single,A101,3,A121,26,A142,A152,2,A173,1,A191,A202,male,1
A12,10,A32,A43,615,A61,A73,3,single,A101,3,A122,30,A143,A152,1,A172,1,A191,A201,male,1
A12,17,A32,A40,3156,A61,A73,1,single,A103,3,A122,22,A143,A151,1,A173,1,A191,A201,male,1
A14,19,A32,A43,1746,A61,A72,3,divorced/seperated/married,A101,2,A121,35,A143,A152,1,A173,1,A192,A201,female,1
A12,42,A32,A49,6972,A62,A73,3,single,A101,1,A122,21,A143,A152,1,A173,1,A191,A201,male,1
