Checking Account,Duration,Credit History,Purpose,Credit Amount,Savings,Present Employment Time,Installment Rate,Personal Status,Guarantors,Residence Time,Property,Age,Other Plans,Housing,Existing Credits,Job,Num of People,Telephone,Foreign Worker,gender,labels
A12,10,A32,A43,1770,A61,A73,1,single,A101,2,A121,37,A143,A152,1,A172,1,A191,A201,male,1
A14,15,A31,A43,3218,A65,A72,3,single,A101,1,A122,39,A141,A152,1,A173,1,A192,A201,male,1
A11,15,A32,A43,976,A61,A72,3,divorced/seperated/married,A101,3,A122,22,A143,A151,1,A173,1,A192,A201,male,0
A11,8,A32,A42,1195,A61,A73,3,single,A101,2,A121,46,A143,A152,1,A172,1,A191,A201,male,1
A14,12,A32,A48,2103,A63,A75,3,single,A101,3,A121,54,A143,A152,1,A172,1,A191,A201,male,1
A14,23,A32,A45,1947,A65,A72,3,divorced/seperated/married,A101,1,A123,33,A143,A151,1,A173,1,A192,A201,female,1
A12,14,A32,A43,475,A61,A74,3,single,A103,2,A123,22,A143,A152,1,A173,1,A191,A201,male,0
A12,6,A32,A48,938,A61,A72,3,divorced/seperated/married,A101,2,A121,32,A143,A151,1,A172,1,A192,A201,male,1
A11,28,A32,A40,7894,A61,A74,1,single,A101,3,A121,31,A143,A151,1,A174,1,A192,A201,male,0
A12,12,A32,A40,1740,A61,A74,3,single,A101,2,A121,32,A143,A152,1,A173,1,A192,A201,male,1
A12,31,A33,A43,4146,A61,A75,1,single,A101,1,A122,39,A143,A152,1,A173,1,A191,A201,male,0
A14,20,A32,A40,3865,A63,A75,2,single,A101,3,A123,47,A143,A152,1,A173,1,A191,A201,male,0
A11,10,A32,A42,1474,A64,A72,1,divorced/seperated,A101,2,A122,30,A143,A152,1,A173,1,A191,A201,male,1
A11,17,A32,A40,2410,A61,A75,3,single,A101,3,A124,57,A143,A152,1,A172,1,A191,A201,male,0
A13,20,A34,A43,2011,A61,A75,3,married/widowed,A101,3,A121,32,A143,A153,1,A174,1,A192,A201,male,1
A11,21,A34,A41,3828,A61,A75,3,single,A101,3,A124,38,A143,A153,2,A173,1,A191,A201,male,1
A12,5,A34,A46,289,A61,A74,2,divorced/seperated/married,A101,1,A123,20,A143,A152,1,A173,1,A191,A201,female,1
A13,16,A32,A43,2100,A61,A73,3,single,A101,1,A123,30,A143,A152,1,A174,1,A192,A201,male,1
A12,16,A34,A40,2175,A61,A74,3,single,A101,3,A123,38,A143,A152,2,A173,1,A192,A201,male,0
A11,8,A31,A43,330,A61,A73,3,divorced/seperated/married,A101,1,A122,28,A143,A152,1,A172,1,A192,A201,male,1
A14,13,A32,A43,2263,A63,A73,2,single,A101,3,A121,29,A143,A151,1,A173,1,A191,A201,male,1
A13,26,A34,A41,3469,A61,A73,3,married/widowed,A101,1,A123,28,A143,A152,1,A174,1,A192,A201,male,1
A14,9,A31,A43,621,A61,A73,3,divorced/seperated/married,A101,2,A122,26,A143,A151,1,A173,1,A192,A201,female,1
A14,7,A32,A40,969,A61,A75,3,single,A101,3,A123,42,A143,A152,1,A172,1,A192,A201,male,0
A12,5,A32,A44,325,A61,A72,3,divorced/seperated/married,A101,1,A121,25,A143,A152,1,A171,1,A191,A201,female,1
A11,32,A32,A43,2509,A61,A73,3,married/widowed,A101,2,A124,49,A143,A152,1,A173,1,A192,A201,male,0
A11,33,A34,A41,5723,A61,A75,1,single,A101,2,A121,33,A143,A152,1,A174,1,A192,A201,male,1
A12,6,A34,A43,345,A61,A75,1,single,A101,3,A121,26,A143,A152,1,A173,2,A191,A201,male,1
A11,6,A32,A46,294,A61,A73,3,single,A101,1,A121,22,A143,A152,1,A173,1,A191,A201,male,1
A12,5,A34,A49,278,A61,A73,2,married/widowed,A101,2,A123,26,A143,A152,1,A173,1,A192,A201,male,1
A14,17,A32,A41,4252,A63,A75,2,single,A101,3,A123,33,A143,A152,1,A173,1,A191,A201,male,1
A13,20,A34,A40,4801,A63,A75,3,single,A101,3,A124,50,A143,A153,1,A173,1,A191,A201,male,1
A14,35,A32,A43,2665,A61,A73,3,divorced/seperated/married,A101,1,A124,41,A142,A152,1,A173,1,A191,A201,female,0
A11,6,A34,A46,384,A61,A73,3,single,A101,2,A123,30,A141,A152,1,A173,1,A191,A201,male,1
A12,26,A32,A42,4872,A61,A74,3,single,A101,1,A123,31,A143,A152,1,A173,1,A192,A201,male,1
A14,13,A34,A43,3663,A65,A75,3,single,A101,2,A122,52,A143,A151,1,A174,1,A192,A201,male,1
A11,31,A33,A40,8111,A61,A73,1,single,A102,3,A123,35,A143,A152,1,A173,1,A192,A201,male,0
A12,23,A34,A40,3504,A61,A72,3,married/widowed,A101,3,A122,46,A143,A152,2,A173,1,A192,A201,male,0
A14,41,A34,A43,4439,A61,A73,3,divorced/seperated/married,A101,3,A123,24,A143,A152,1,A174,1,A191,A201,female,1
A11,30,A34,A49,5154,A61,A73,2,single,A101,3,A122,41,A143,A152,2,A173,1,A191,A201,male,1
A11,30,A32,A42,5237,A61,A73,1,single,A101,3,A121,30,A143,A152,1,A173,1,A191,A201,male,1
A11,17,A32,A40,4760,A61,A73,1,single,A101,3,A121,43,A143,A152,1,A172,2,A191,A201,male,0
A14,16,A32,A43,3774,A65,A73,3,single,A101,3,A122,27,A143,A152,1,A172,1,A191,A201,male,1
A11,8,A32,A43,391,A61,A73,3,divorced/seperated/married,A101,1,A122,26,A143,A152,1,A172,1,A191,A201,female,1
A11,12,A32,A46,819,A61,A74,3,single,A101,1,A123,20,A143,A152,1,A173,1,A191,A201,male,1
A13,17,A32,A43,2767,A61,A73,2,married/widowed,A101,1,A123,31,A143,A151,1,A174,1,A192,A201,male,1
A14,6,A34,A46,282,A65,A74,3,divorced/seperated/married,A101,1,A123,22,A143,A152,1,A173,1,A191,A201,female,1
A11,30,A33,A41,4760,A61,A75,1,single,A101,3,A124,32,A143,A151,1,A173,1,A191,A201,male,0
A14,14,A32,A40,2237,A61,A73,3,single,A101,3,A122,33,A143,A152,1,A172,1,A192,A201,male,0
A14,59,A30,A43,10359,A62,A74,3,single,A101,1,A123,21,A143,A152,1,A173,1,A191,A201,male,0
A11,17,A34,A40,3880,A61,A74,2,single,A101,3,A123,31,A143,A152,2,A174,1,A192,A201,male,0
A14,24,A32,A43,1800,A61,A72,3,divorced/seperated/married,A101,1,A124,49,A141,A152,1,A173,1,A191,A201,female,1
A13,25,A32,A43,2251,A61,A73,3,married/widowed,A101,1,A121,21,A143,A153,1,A173,1,A191,A201,male,1
A14,12,A32,A42,2738,A63,A73,1,single,A101,3,A122,47,A143,A152,1,A172,1,A191,A201,male,0
A11,20,A34,A40,3932,A65,A71,1,single,A101,3,A124,29,A143,A153,1,A173,2,A191,A201,male,1
A12,21,A32,A410,2409,A65,A73,3,divorced/seperated,A101,3,A124,46,A143,A152,1,A173,1,A192,A201,male,0
A14,39,A32,A49,5775,A65,A75,2,divorced/seperated,A101,2,A124,46,A141,A152,1,A173,1,A192,A201,male,1
A14,13,A34,A40,3503,A65,A74,3,single,A101,3,A122,40,A141,A152,2,A173,1,A192,A201,male,1
A11,20,A34,A40,4175,A61,A75,3,single,A101,3,A123,46,A143,A152,2,A173,1,A191,A201,male,0
A11,19,A32,A43,753,A61,A73,3,single,A103,3,A121,26,A143,A152,1,A172,1,A191,A201,male,0
A11,12,A32,A410,1128,A64,A72,3,divorced/seperated,A101,3,A124,51,A143,A152,1,A173,1,A192,A201,male,1
A14,18,A34,A43,1539,A62,A74,3,single,A101,2,A123,28,A141,A152,1,A173,1,A191,A201,female,1
A12,9,A32,A40,1415,A61,A72,3,divorced/seperated/married,A101,3,A124,50,A143,A152,1,A173,1,A192,A201,female,0
A14,12,A32,A42,3509,A62,A73,1,divorced/seperated/married,A101,3,A122,22,A143,A151,1,A172,1,A191,A201,female,0
A14,7,A32,A42,1725,A64,A72,1,divorced/seperated/married,A101,3,A122,25,A143,A152,1,A172,1,A191,A201,female,1
A11,20,A32,A40,4164,A65,A73,2,single,A101,3,A123,21,A143,A151,1,A173,1,A191,A201,male,0
A14,12,A32,A43,1508,A65,A75,3,single,A101,2,A123,42,A143,A152,1,A173,1,A192,A201,female,1
A14,11,A32,A42,1512,A63,A75,3,single,A101,3,A122,46,A143,A152,1,A172,1,A191,A201,male,0
A13,13,A32,A43,1135,A61,A73,3,divorced/seperated/married,A101,3,A121,32,A143,A151,1,A174,1,A192,A201,male,1
A14,12,A32,A40,1637,A65,A72,3,married/widowed,A101,3,A122,42,A143,A152,1,A173,1,A192,A201,male,1
A14,17,A33,A41,3139,A61,A75,2,divorced/seperated/married,A101,3,A121,42,A143,A151,1,A174,1,A192,A201,female,1
A12,6,A34,A40,500,A61,A72,3,divorced/seperated/married,A101,1,A122,25,A143,A152,1,A172,1,A192,A201,female,1
A14,13,A34,A43,1031,A61,A71,3,divorced/seperated/married,A101,3,A123,33,A141,A152,1,A173,1,A192,A201,female,1
A12,31,A34,A43,3111,A62,A74,3,single,A101,2,A123,34,A141,A152,1,A173,1,A191,A201,male,1
A11,24,A32,A40,6547,A65,A73,1,single,A101,3,A122,30,A143,A152,1,A173,1,A192,A201,male,0
A11,12,A32,A40,1109,A61,A73,3,divorced/seperated/married,A101,3,A123,50,A143,A152,1,A173,1,A191,A201,female,0
A12,19,A33,A42,3861,A65,A73,2,single,A101,3,A123,30,A143,A152,1,A173,1,A191,A201,male,0
A11,7,A34,A43,434,A61,A73,3,divorced/seperated/married,A101,1,A123,29,A143,A152,2,A173,1,A191,A201,female,1
A14,16,A34,A41,1595,A61,A74,1,divorced/seperated/married,A101,2,A123,22,A142,A152,1,A173,1,A191,A201,female,1
A14,47,A34,A43,5038,A62,A75,2,divorced/seperated/married,A101,1,A123,44,A141,A152,1,A173,1,A191,A201,female,1
A11,27,A32,A42,4886,A61,A73,1,single,A101,3,A121,31,A143,A152,1,A173,1,A191,A201,male,1
A11,16,A34,A42,3287,A61,A74,1,single,A101,2,A123,25,A143,A151,1,A174,1,A192,A201,male,1
A11,22,A32,A43,1127,A61,A73,3,married/widowed,A101,1,A121,21,A143,A152,1,A173,1,A191,A201,male,0
A11,14,A32,A43,983,A61,A75,3,single,A101,3,A123,42,A143,A152,1,A173,1,A192,A201,male,0
A13,27,A32,A42,559,A61,A75,2,divorced/seperated/married,A101,3,A121,21,A143,A152,1,A173,1,A191,A201,female,1
A14,17,A33,A42,2516,A65,A73,3,divorced/seperated/married,A101,3,A123,21,A143,A151,1,A173,1,A191,A201,male,1
A14,12,A32,A43,1678,A63,A75,3,single,A101,3,A121,51,A143,A152,1,A172,1,A191,A201,male,1
A14,17,A32,A42,3212,A63,A73,1,single,A101,3,A121,30,A143,A151,1,A172,1,A191,A201,male,1
A11,10,A31,A43,537,A62,A73,3,divorced/seperated/married,A101,1,A122,40,A141,A152,1,A173,1,A192,A201,female,0
A12,19,A34,A46,2763,A62,A74,2,divorced/seperated/married,A101,3,A123,25,A143,A152,1,A173,1,A191,A201,female,1
A11,7,A34,A40,1922,A61,A74,3,single,A101,2,A121,38,A143,A151,1,A172,1,A192,A201,male,1
A11,23,A34,A41,5870,A61,A74,1,single,A101,2,A124,32,A143,A152,1,A174,1,A191,A201,male,0
A11,24,A32,A40,5888,A65,A73,1,single,A101,2,A123,33,A143,A152,1,A173,1,A192,A201,male,1
A11,31,A32,A41,5278,A65,A75,1,single,A101,3,A122,27,A143,A152,1,A173,1,A192,A201,male,1
A12,5,A34,A43,282,A65,A74,3,married/widowed,A101,3,A123,26,A142,A152,1,A173,1,A192,A201,male,1
A12,42,A32,A49,5729,A61,A73,3,married/widowed,A101,1,A123,26,A143,A152,1,A173,1,A191,A201,male,0
A14,27,A32,A42,4557,A63,A73,1,single,A101,3,A121,29,A143,A152,1,A173,1,A191,A201,male,1
A11,25,A32,A42,1837,A61,A75,2,single,A103,3,A121,23,A143,A152,1,A173,1,A191,A201,male,1
A11,10,A32,A42,1527,A64,A72,2,divorced/seperated/married,A101,2,A122,38,A143,A152,1,A173,1,A191,A201,female,1
A13,15,A32,A40,2087,A61,A75,3,single,A101,3,A121,46,A143,A153,1,A174,1,A192,A201,male,0
A12,21,A31,A49,4690,A65,A72,1,single,A101,1,A122,36,A143,A152,1,A173,1,A191,A201,male,1
A12,11,A34,A49,631,A61,A74,1,divorced/seperated/married,A101,3,A123,19,A142,A152,1,A173,1,A191,A201,male,1
A13,28,A32,A43,3796,A61,A74,3,single,A101,1,A124,20,A143,A152,1,A173,1,A191,A201,male,1
A12,9,A34,A49,280,A61,A75,2,married/widowed,A101,3,A121,21,A143,A152,1,A173,1,A192,A201,male,1
A11,17,A32,A43,1012,A61,A72,3,divorced/seperated/married,A101,3,A121,24,A143,A153,1,A174,1,A191,A201,female,0
A14,17,A32,A40,3790,A65,A75,3,divorced/seperated/married,A101,3,A123,44,A143,A152,1,A173,1,A192,A201,female,1
A12,38,A30,A49,3788,A61,A73,1,divorced/seperated,A101,1,A122,51,A141,A152,1,A173,1,A191,A201,male,1
A14,22,A34,A46,2310,A63,A75,2,divorced/seperated/married,A101,3,A123,26,A141,A152,1,A173,1,A191,A201,female,1
A12,5,A31,A40,481,A61,A73,3,divorced/seperated/married,A101,1,A121,26,A143,A152,1,A172,1,A192,A201,female,1
A11,26,A32,A43,1210,A61,A74,3,single,A101,2,A121,21,A141,A152,1,A173,1,A191,A201,male,0
A13,27,A33,A42,3236,A61,A73,1,divorced/seperated/married,A101,3,A121,40,A143,A151,1,A174,1,A191,A201,female,1
A11,28,A32,A42,3271,A61,A73,1,single,A101,3,A121,36,A143,A152,1,A171,1,A192,A201,male,1
A14,20,A32,A43,1856,A61,A75,3,divorced/seperated/married,A101,3,A123,36,A141,A152,1,A173,1,A191,A201,female,1
A11,15,A34,A48,1935,A61,A75,3,single,A101,3,A123,43,A143,A152,2,A173,1,A192,A201,male,1
A12,24,A32,A45,2832,A61,A73,3,married/widowed,A101,1,A124,34,A143,A153,1,A173,1,A192,A201,male,0
A12,17,A31,A40,1481,A61,A72,2,divorced/seperated/married,A101,1,A122,27,A143,A151,1,A174,1,A192,A201,female,1
A14,16,A32,A45,1469,A61,A73,3,divorced/seperated/married,A101,1,A124,52,A143,A152,1,A173,1,A191,A201,female,1
A11,8,A31,A43,498,A61,A72,3,divorced/seperated/married,A101,1,A122,25,A143,A151,1,A172,1,A192,A201,male,0
A14,20,A32,A43,1063,A61,A72,3,married/widowed,A101,3,A121,21,A143,A151,1,A173,1,A191,A201,male,0
A12,16,A34,A42,2972,A61,A74,2,single,A101,3,A123,33,A143,A152,1,A173,1,A191,A201,male,1
A14,5,A34,A41,280,A61,A73,1,divorced/seperated/married,A101,1,A123,20,A143,A152,1,A173,1,A191,A201,female,1
A11,6,A34,A43,297,A61,A73,2,divorced/seperated/married,A101,1,A122,27,A143,A152,1,A171,1,A191,A201,female,1
A12,8,A32,A46,1525,A61,A74,2,single,A101,2,A123,30,A143,A152,1,A173,1,A191,A201,male,1
A12,20,A32,A43,1617,A61,A73,3,single,A103,3,A121,25,A143,A152,1,A173,1,A191,A201,male,0
A11,13,A32,A43,711,A61,A72,3,divorced/seperated/married,A101,2,A121,21,A143,A152,1,A174,1,A191,A201,female,1
A14,47,A34,A41,7931,A65,A74,1,divorced/seperated/married,A101,1,A123,26,A143,A152,1,A174,1,A191,A201,female,1
A12,8,A32,A40,1653,A63,A72,3,single,A101,3,A121,46,A143,A152,1,A172,1,A192,A201,male,1
A13,14,A32,A42,2123,A61,A74,3,single,A101,1,A123,23,A142,A152,1,A173,1,A191,A201,male,1
A13,14,A32,A43,764,A61,A72,3,divorced/seperated/married,A101,3,A121,21,A143,A151,1,A174,1,A192,A201,female,1
A12,9,A32,A40,805,A61,A72,3,divorced/seperated/married,A101,3,A121,37,A143,A151,1,A174,1,A192,A201,female,1
A12,31,A32,A43,4560,A62,A74,3,single,A101,3,A123,33,A142,A152,1,A173,1,A191,A201,male,1
A11,26,A32,A40,6144,A61,A73,1,divorced/seperated/married,A102,3,A124,38,A143,A151,1,A173,1,A191,A201,female,0
A11,19,A32,A43,687,A61,A72,3,divorced/seperated/married,A101,1,A121,20,A143,A152,1,A173,1,A191,A201,male,0
A12,5,A34,A43,294,A61,A75,3,single,A101,2,A123,30,A141,A152,1,A173,1,A192,A201,male,1
A11,15,A32,A43,592,A61,A73,3,divorced/seperated/married,A101,1,A121,21,A143,A152,1,A173,1,A191,A201,female,0
A12,7,A32,A42,372,A61,A73,3,single,A101,2,A121,26,A143,A152,1,A173,1,A192,A201,male,1
A11,14,A34,A42,2034,A61,A74,1,single,A101,3,A123,30,A143,A152,2,A173,1,A191,A201,male,1
A12,6,A32,A40,579,A61,A73,3,divorced/seperated/married,A103,2,A121,39,A143,A152,1,A172,1,A191,A201,female,0
A14,15,A34,A42,2849,A64,A73,2,divorced/seperated/married,A101,3,A122,37,A143,A152,2,A173,1,A191,A201,female,1
A14,14,A32,A42,3917,A63,A73,1,divorced/seperated/married,A101,3,A123,31,A143,A152,1,A173,1,A191,A201,female,1
A12,11,A32,A40,801,A61,A73,3,married/widowed,A101,3,A121,44,A143,A152,1,A172,1,A192,A201,male,0
A12,15,A32,A43,1025,A61,A73,3,divorced/seperated/married,A101,1,A124,46,A141,A152,1,A173,1,A192,A201,female,0
A11,21,A34,A40,4241,A61,A75,2,single,A101,3,A124,44,A143,A153,1,A174,2,A191,A201,male,1
A12,8,A32,A43,496,A61,A73,3,single,A103,1,A121,23,A143,A152,1,A173,1,A191,A201,male,1
A12,13,A32,A40,1715,A61,A72,3,divorced/seperated/married,A101,3,A122,31,A143,A152,1,A171,1,A192,A201,female,0
A13,20,A34,A40,3680,A61,A75,3,single,A101,3,A124,42,A143,A153,2,A174,1,A192,A201,male,1
A12,30,A32,A42,5684,A61,A74,3,single,A101,2,A123,46,A143,A152,1,A173,1,A192,A201,male,1
A11,23,A34,A40,5016,A61,A75,3,single,A101,3,A123,42,A143,A153,2,A173,1,A191,A201,male,1
A11,7,A31,A40,845,A62,A74,3,single,A101,3,A123,31,A141,A152,1,A172,2,A192,A201,male,0
A11,26,A33,A40,7440,A65,A73,1,single,A101,3,A123,38,A143,A152,1,A174,2,A191,A201,male,0
A14,33,A32,A43,3171,A61,A74,3,single,A101,1,A123,22,A143,A152,1,A173,1,A191,A201,male,1
A14,45,A34,A49,6044,A62,A74,3,divorced/seperated/married,A101,2,A123,23,A143,A152,1,A173,1,A191,A201,female,1
A12,6,A32,A46,557,A61,A71,1,single,A101,3,A121,25,A143,A152,1,A173,2,A191,A201,male,1
A14,7,A32,A48,1282,A61,A73,3,single,A101,2,A121,49,A143,A152,1,A172,1,A191,A201,male,1
A12,9,A32,A43,355,A61,A73,3,single,A101,1,A121,24,A143,A152,1,A172,1,A191,A201,male,1
A14,17,A34,A42,466,A61,A75,3,single,A101,3,A121,22,A141,A152,1,A173,1,A191,A202,male,1
A13,15,A32,A42,1410,A61,A74,3,single,A101,1,A123,22,A142,A152,1,A173,1,A191,A201,male,1
A11,10,A32,A48,910,A61,A72,3,single,A101,2,A122,27,A143,A152,1,A172,1,A191,A201,male,1
A14,11,A32,A43,1593,A63,A75,3,single,A101,3,A121,53,A143,A152,1,A173,1,A191,A201,male,1
A11,7,A32,A49,316,A61,A73,2,married/widowed,A101,1,A122,25,A143,A152,1,A173,1,A192,A201,male,1
A14,15,A32,A43,1735,A65,A75,3,single,A101,3,A123,32,A143,A152,1,A173,1,A192,A201,female,1
A11,11,A34,A42,2241,A64,A72,2,divorced/seperated/married,A101,3,A122,28,A143,A152,2,A173,1,A191,A201,female,1
A12,13,A32,A42,1506,A62,A73,3,single,A101,3,A122,40,A143,A152,1,A172,1,A191,A201,male,0
A14,24,A34,A42,3759,A61,A71,1,divorced/seperated/married,A101,3,A123,35,A143,A152,1,A173,1,A191,A201,female,1
A14,8,A32,A43,320,A62,A75,3,single,A101,2,A123,29,A141,A152,1,A173,2,A192,A201,male,1
A12,9,A32,A40,2548,A61,A72,3,single,A101,3,A122,43,A143,A151,1,A174,1,A192,A201,male,1
A14,15,A32,A48,2664,A61,A73,2,divorced/seperated/married,A101,3,A121,48,A143,A152,1,A172,1,A191,A201,female,1
A11,5,A31,A49,285,A61,A73,3,single,A101,1,A122,37,A143,A152,1,A171,1,A192,A202,male,0
A11,20,A32,A40,3237,A61,A75,3,single,A101,3,A124,45,A143,A152,1,A173,1,A191,A201,male,0
A13,35,A32,A49,5424,A64,A74,3,divorced/seperated,A101,3,A124,43,A143,A153,1,A173,1,A191,A201,male,1
A14,14,A32,A43,1239,A61,A73,3,married/widowed,A101,1,A121,22,A143,A153,1,A173,1,A191,A201,male,1
A11,7,A34,A48,478,A61,A73,2,married/widowed,A101,2,A123,27,A143,A151,2,A174,1,A192,A201,male,1
A11,33,A32,A42,5672,A61,A73,1,single,A101,1,A122,41,A143,A152,1,A174,1,A192,A201,male,1
A12,41,A32,A43,4454,A61,A73,3,married/widowed,A101,1,A123,21,A143,A152,1,A174,1,A191,A201,male,0
A14,15,A32,A43,1023,A65,A73,3,divorced/seperated/married,A101,2,A124,58,A141,A152,1,A173,1,A192,A201,female,1
A11,18,A34,A40,3662,A61,A74,3,single,A101,3,A122,37,A143,A152,2,A172,1,A192,A201,male,0
A14,10,A32,A43,2766,A63,A75,3,single,A101,3,A123,39,A143,A152,1,A173,1,A191,A201,male,1
A11,10,A32,A43,625,A62,A73,3,single,A101,1,A122,35,A143,A152,1,A172,1,A192,A201,male,1
A12,11,A33,A41,1487,A61,A72,2,divorced/seperated/married,A101,1,A121,25,A143,A151,1,A174,1,A191,A201,female,1
A11,19,A32,A43,3154,A61,A73,2,single,A101,3,A122,27,A143,A151,1,A173,1,A192,A201,male,1
A11,31,A32,A42,4756,A61,A71,2,single,A101,1,A122,34,A143,A152,1,A174,1,A192,A201,male,1
A12,14,A32,A40,748,A61,A74,3,single,A101,1,A121,21,A143,A152,1,A173,1,A191,A201,male,0
A14,28,A34,A43,3574,A61,A73,3,single,A101,2,A121,45,A143,A152,2,A173,1,A191,A201,male,1
A14,12,A32,A40,3908,A65,A73,2,single,A101,3,A122,29,A143,A152,1,A173,1,A191,A201,male,1
A12,7,A32,A49,404,A61,A74,3,single,A101,1,A124,21,A143,A152,1,A173,1,A191,A201,male,1
A14,15,A32,A40,3912,A61,A75,2,single,A101,3,A121,40,A143,A151,1,A173,1,A191,A201,male,1
A12,7,A32,A40,1526,A61,A75,3,single,A101,3,A121,48,A143,A152,1,A172,1,A192,A201,male,0
A14,22,A34,A43,2982,A62,A75,3,single,A101,3,A123,37,A141,A152,1,A173,1,A192,A201,female,1
A14,47,A30,A410,7689,A65,A73,2,divorced/seperated,A101,1,A123,45,A143,A153,1,A173,1,A191,A201,male,1
A11,17,A33,A43,2024,A61,A72,3,single,A101,2,A122,27,A143,A151,2,A172,1,A192,A201,male,0
A14,12,A32,A40,2307,A63,A75,3,divorced/seperated/married,A101,3,A122,60,A143,A152,1,A172,1,A191,A201,female,1
A11,9,A31,A43,351,A61,A72,3,divorced/seperated/married,A101,1,A122,28,A143,A152,1,A172,1,A192,A201,female,0
A13,14,A32,A48,1265,A61,A72,3,married/widowed,A101,2,A121,26,A143,A153,1,A173,1,A191,A201,male,1
A14,12,A32,A43,2564,A63,A75,2,single,A101,3,A122,50,A143,A152,1,A172,1,A191,A201,male,1
A14,34,A34,A42,4546,A61,A71,2,divorced/seperated/married,A101,3,A123,33,A143,A152,1,A173,1,A192,A201,female,1
A12,10,A31,A43,394,A61,A72,3,divorced/seperated/married,A101,1,A121,23,A143,A152,1,A173,1,A191,A201,female,0
A14,13,A32,A41,2376,A61,A73,3,divorced/seperated/married,A101,3,A123,32,A143,A152,1,A172,1,A192,A201,female,1
A13,12,A32,A41,1240,A61,A72,3,divorced/seperated/married,A101,3,A122,26,A143,A151,1,A174,1,A192,A201,female,1
A13,28,A34,A42,3136,A61,A75,2,single,A101,2,A121,35,A143,A152,1,A174,1,A192,A201,male,1
A14,39,A30,A49,3844,A62,A73,2,single,A101,1,A124,60,A141,A153,1,A173,1,A191,A201,female,1
A12,22,A32,A42,3245,A61,A74,2,divorced/seperated/married,A101,2,A123,25,A143,A152,1,A173,1,A191,A201,female,1
A11,18,A32,A42,2127,A61,A73,2,single,A101,1,A122,26,A143,A152,1,A173,1,A192,A201,male,1
A12,21,A32,A42,4279,A63,A74,3,single,A101,2,A123,37,A143,A152,1,A173,1,A192,A201,male,1
