Checking Account,Duration,Credit History,Purpose,Credit Amount,Savings,Present Employment Time,Installment Rate,Personal Status,Guarantors,Residence Time,Property,Age,Other Plans,Housing,Existing Credits,Job,Num of People,Telephone,Foreign Worker,gender,labels
A14,12,A34,A43,1032,A61,A73,3,married/widowed,A101,3,A121,36,A143,A152,2,A173,1,A191,A201,male,1
A12,25,A34,A40,6398,A61,A72,3,single,A103,1,A124,28,A143,A152,1,A173,1,A191,A201,male,0
A14,18,A34,A43,992,A65,A75,3,single,A101,3,A121,37,A143,A152,1,A173,1,A191,A201,male,1
A12,19,A34,A43,2921,A61,A74,2,married/widowed,A101,3,A123,34,A143,A152,2,A174,1,A192,A201,male,1
A14,17,A34,A48,3809,A65,A72,3,divorced/seperated/married,A101,3,A124,38,A143,A153,1,A173,1,A191,A201,female,1
A11,10,A32,A40,5232,A61,A73,3,divorced/seperated/married,A101,2,A121,22,A143,A152,1,A173,1,A191,A201,female,0
A12,24,A32,A40,2961,A65,A75,1,single,A101,3,A124,53,A143,A153,1,A174,1,A192,A201,male,1
A14,32,A32,A42,711,A63,A73,2,divorced/seperated,A101,3,A121,53,A143,A152,1,A173,1,A192,A201,male,1
A12,17,A34,A43,1745,A61,A73,1,married/widowed,A101,3,A123,34,A141,A152,2,A174,1,A192,A201,male,1
A12,20,A32,A43,3295,A65,A72,2,single,A101,1,A124,57,A143,A153,1,A173,1,A191,A202,male,1
A12,22,A34,A41,3043,A61,A72,3,single,A103,1,A122,27,A143,A152,1,A173,1,A191,A201,male,0
A14,9,A30,A49,1391,A61,A75,3,married/widowed,A101,3,A121,38,A143,A152,1,A172,1,A191,A201,male,1
A13,18,A34,A43,2968,A61,A74,3,single,A101,1,A123,28,A143,A152,1,A173,1,A192,A201,male,1
A12,22,A32,A46,14403,A61,A72,2,single,A101,1,A124,25,A143,A152,1,A173,1,A191,A201,male,0
A12,24,A32,A43,4679,A65,A74,1,divorced/seperated/married,A101,2,A121,39,A143,A153,1,A174,1,A192,A201,female,1
A12,25,A34,A41,3652,A61,A72,3,single,A101,1,A123,35,A143,A152,1,A173,1,A191,A201,male,0
A12,23,A32,A40,3616,A65,A74,3,divorced/seperated/married,A101,2,A122,24,A143,A152,1,A173,1,A191,A201,female,1
A13,16,A32,A40,1678,A62,A74,3,single,A101,3,A124,41,A141,A153,1,A173,1,A192,A201,male,1
A12,25,A32,A43,3254,A65,A75,1,divorced/seperated/married,A101,2,A121,45,A143,A153,1,A174,1,A192,A201,female,1
A12,17,A34,A43,1129,A61,A73,2,married/widowed,A101,3,A121,33,A141,A152,1,A172,1,A192,A201,male,1
A11,28,A34,A43,470,A65,A75,3,single,A101,3,A122,54,A143,A151,1,A173,1,A191,A201,male,1
A13,12,A32,A43,1263,A61,A73,3,single,A101,1,A123,23,A143,A152,1,A173,1,A192,A201,male,1
A14,9,A34,A42,1343,A61,A73,3,married/widowed,A102,2,A121,36,A143,A152,2,A172,1,A191,A201,male,1
A11,19,A34,A42,5541,A61,A74,3,single,A101,3,A122,32,A143,A151,1,A173,1,A191,A201,male,1
A12,32,A32,A40,1467,A65,A73,3,divorced/seperated/married,A101,3,A122,23,A143,A152,1,A173,1,A191,A201,female,0
A12,26,A32,A43,5057,A61,A72,1,divorced/seperated/married,A101,1,A121,40,A143,A153,1,A174,1,A192,A201,female,1
A14,27,A32,A49,984,A65,A75,3,single,A101,3,A124,39,A143,A152,1,A173,1,A191,A201,male,0
A14,30,A32,A42,539,A63,A73,1,divorced/seperated,A101,3,A121,55,A143,A152,1,A173,1,A191,A201,male,1
A14,14,A32,A49,1585,A61,A75,3,single,A101,2,A124,36,A143,A152,1,A174,1,A191,A201,male,0
A13,14,A34,A43,1673,A61,A74,3,single,A101,2,A123,28,A143,A152,1,A173,1,A192,A201,male,1
A11,18,A34,A46,1690,A65,A75,1,divorced/seperated/married,A101,3,A121,40,A143,A151,2,A172,1,A191,A201,female,1
A14,19,A32,A40,1781,A62,A74,3,single,A101,3,A124,35,A141,A151,1,A173,1,A192,A201,male,1
A11,18,A32,A42,1666,A65,A72,3,divorced/seperated/married,A101,3,A122,31,A143,A151,1,A173,1,A191,A201,female,0
A11,14,A32,A40,2545,A61,A73,3,divorced/seperated/married,A101,2,A122,24,A143,A152,1,A173,1,A191,A201,female,1
A14,7,A30,A40,1397,A61,A75,3,married/widowed,A101,3,A121,37,A143,A152,1,A172,1,A191,A201,male,1
A14,15,A33,A42,1291,A64,A73,3,divorced/seperated/married,A101,2,A121,32,A143,A152,2,A173,1,A191,A201,female,1
A11,17,A34,A42,2347,A61,A74,2,married/widowed,A101,2,A121,35,A143,A151,3,A172,1,A192,A201,male,1
A12,36,A32,A41,14359,A61,A72,3,single,A103,2,A124,35,A143,A152,1,A173,1,A192,A201,male,0
A14,24,A32,A43,1215,A63,A74,3,divorced/seperated,A101,1,A123,27,A143,A152,1,A173,1,A192,A201,male,1
A12,12,A32,A40,1951,A61,A73,2,divorced/seperated/married,A101,2,A122,25,A143,A152,1,A173,1,A191,A201,female,1
A12,26,A34,A41,4279,A61,A72,3,single,A101,2,A121,35,A143,A152,2,A174,1,A191,A201,male,0
A12,27,A32,A43,4594,A65,A72,1,single,A101,1,A124,50,A143,A153,1,A174,1,A191,A201,male,1
A14,29,A32,A43,523,A61,A73,2,married/widowed,A101,3,A123,45,A143,A152,1,A173,1,A191,A201,male,1
A14,17,A32,A46,14193,A61,A75,1,divorced/seperated/married,A101,2,A124,28,A143,A152,1,A173,1,A192,A201,female,0
A11,17,A32,A49,4562,A61,A75,1,married/widowed,A101,1,A121,33,A141,A152,2,A174,1,A192,A201,male,1
A13,19,A32,A43,1185,A63,A74,3,divorced/seperated,A101,2,A123,22,A143,A152,1,A173,1,A192,A201,female,1
A14,29,A32,A43,764,A65,A75,3,single,A101,3,A123,38,A143,A152,2,A173,1,A191,A201,male,1
A12,17,A34,A48,2670,A61,A72,3,single,A101,3,A122,28,A143,A152,1,A173,1,A191,A201,male,0
A14,22,A32,A43,660,A61,A73,1,married/widowed,A101,2,A121,36,A141,A152,1,A173,1,A192,A201,male,1
A13,12,A32,A43,2425,A61,A73,3,single,A101,1,A123,22,A143,A152,1,A173,1,A192,A201,male,0
A12,19,A34,A43,3687,A61,A74,1,divorced/seperated/married,A101,3,A121,34,A143,A151,2,A172,1,A192,A201,female,1
A11,6,A31,A40,1264,A61,A73,1,divorced/seperated/married,A103,3,A121,26,A142,A152,1,A172,1,A191,A201,female,1
A11,24,A32,A49,1313,A65,A75,3,single,A101,3,A124,40,A143,A151,1,A173,1,A191,A201,male,0
A12,20,A34,A43,3791,A61,A74,3,single,A101,1,A123,29,A143,A152,1,A173,1,A191,A201,male,0
A11,18,A32,A42,6399,A61,A75,3,single,A101,1,A122,28,A143,A151,1,A173,1,A192,A201,male,1
A12,28,A34,A41,5345,A61,A71,3,single,A101,2,A123,40,A143,A152,1,A173,1,A192,A201,male,0
A12,18,A32,A43,5412,A61,A73,3,single,A101,1,A124,26,A143,A152,1,A173,1,A191,A201,male,0
A14,14,A34,A41,1365,A61,A74,3,single,A101,3,A123,30,A143,A151,1,A173,1,A192,A201,male,1
A12,27,A32,A40,2908,A65,A75,1,single,A101,3,A124,49,A143,A153,1,A174,1,A192,A201,female,1
A12,19,A34,A43,3630,A61,A71,2,married/widowed,A101,3,A123,41,A143,A152,2,A174,1,A192,A201,male,1
A14,16,A32,A40,1298,A62,A74,3,single,A101,3,A122,34,A141,A152,1,A173,1,A192,A201,male,1
A11,9,A32,A40,1345,A61,A73,3,divorced/seperated/married,A101,2,A121,23,A143,A152,1,A173,1,A191,A201,female,0
A12,16,A32,A43,5422,A61,A73,3,single,A101,1,A124,23,A143,A152,1,A173,1,A191,A201,male,0
A12,25,A32,A43,5256,A65,A72,1,divorced/seperated/married,A101,1,A121,43,A143,A153,1,A171,1,A191,A201,female,1
A13,13,A34,A43,1184,A61,A74,3,single,A101,2,A123,27,A143,A152,1,A173,1,A192,A201,male,1
A13,14,A34,A43,1500,A61,A74,3,single,A101,2,A123,30,A143,A152,1,A173,1,A192,A201,male,1
A14,11,A33,A42,2350,A61,A71,1,divorced/seperated/married,A101,1,A123,25,A143,A152,1,A174,1,A191,A201,female,1
A11,24,A32,A42,1592,A65,A75,3,single,A101,3,A122,39,A143,A151,1,A173,1,A191,A201,male,1
A11,19,A34,A42,618,A65,A75,3,single,A101,3,A122,53,A143,A151,2,A172,1,A191,A201,male,1
A11,6,A31,A40,1253,A61,A73,1,divorced/seperated/married,A102,3,A121,34,A142,A152,1,A172,1,A191,A201,female,1
A12,19,A32,A43,1631,A61,A73,3,divorced/seperated/married,A101,1,A122,21,A143,A152,1,A173,1,A191,A201,female,1
A14,37,A32,A42,678,A63,A73,3,single,A101,3,A123,42,A143,A152,1,A173,1,A191,A201,male,1
A14,14,A32,A44,1069,A61,A74,3,single,A101,3,A123,31,A141,A152,1,A173,1,A192,A201,male,1
A12,29,A34,A41,4466,A61,A72,3,single,A101,1,A122,32,A143,A152,1,A173,1,A191,A201,male,0
A12,17,A32,A40,2490,A61,A73,3,divorced/seperated/married,A101,1,A122,22,A143,A152,1,A173,1,A191,A201,female,0
A11,23,A32,A42,1284,A65,A75,3,single,A101,3,A122,37,A143,A151,1,A173,1,A191,A201,male,1
A12,22,A34,A41,6176,A61,A73,2,single,A101,1,A123,37,A143,A152,2,A173,1,A192,A201,male,1
A14,33,A32,A43,983,A62,A73,3,single,A101,2,A123,31,A143,A152,1,A173,1,A192,A201,male,1
A12,19,A34,A43,822,A65,A73,1,divorced/seperated/married,A101,3,A121,50,A143,A151,1,A172,1,A191,A201,female,1
A14,33,A32,A42,721,A61,A73,3,divorced/seperated,A101,3,A123,43,A143,A152,1,A173,1,A192,A201,male,1
A11,9,A30,A43,950,A61,A73,2,divorced/seperated/married,A103,3,A122,24,A143,A152,1,A173,1,A191,A201,female,1
A12,24,A32,A40,1335,A61,A73,3,divorced/seperated/married,A101,2,A123,21,A143,A152,1,A173,1,A191,A201,female,0
A11,19,A34,A42,654,A65,A75,3,single,A101,3,A122,50,A143,A151,2,A172,1,A191,A201,male,1
A12,25,A34,A41,4788,A61,A72,1,single,A101,2,A121,35,A143,A152,2,A172,1,A192,A201,male,1
A11,11,A32,A43,3562,A61,A73,3,single,A101,1,A121,23,A143,A152,1,A173,1,A192,A201,male,0
A14,22,A32,A40,1232,A62,A73,3,single,A101,3,A122,38,A143,A151,1,A173,1,A192,A201,male,1
A12,24,A33,A42,3482,A65,A74,2,divorced/seperated/married,A101,2,A122,25,A143,A151,1,A173,1,A191,A201,female,1
A12,24,A34,A43,4812,A61,A71,2,single,A101,2,A123,36,A143,A152,2,A174,1,A192,A201,male,1
A14,9,A32,A44,830,A61,A74,3,single,A101,3,A123,41,A141,A152,1,A173,1,A191,A201,male,1
A12,25,A32,A43,5348,A61,A72,1,divorced/seperated/married,A101,1,A121,37,A143,A153,1,A174,1,A192,A201,female,1
A14,23,A34,A41,4856,A65,A72,2,divorced/seperated/married,A101,1,A121,41,A143,A153,1,A173,1,A191,A201,female,1
A11,19,A34,A43,955,A61,A75,2,single,A101,2,A121,42,A143,A152,1,A172,1,A191,A201,male,1
A12,25,A34,A41,3525,A61,A72,3,single,A103,1,A122,29,A143,A152,1,A173,1,A191,A201,male,0
A14,19,A34,A43,1173,A64,A73,3,divorced/seperated/married,A101,3,A121,32,A143,A152,2,A173,1,A191,A201,male,1
A14,18,A32,A49,1294,A65,A75,3,single,A101,3,A124,38,A143,A152,1,A172,1,A191,A201,male,1
A14,18,A32,A40,1413,A61,A73,1,married/widowed,A101,3,A121,33,A141,A152,1,A173,1,A192,A201,male,1
A11,7,A31,A42,1498,A61,A73,1,divorced/seperated/married,A101,3,A121,30,A142,A152,1,A172,1,A191,A201,female,1
A12,24,A32,A43,4397,A65,A72,2,divorced/seperated/married,A101,1,A124,45,A143,A153,1,A173,1,A191,A201,female,1
A14,17,A34,A43,1380,A65,A73,3,single,A101,3,A122,33,A143,A152,1,A173,1,A191,A201,male,1
A14,16,A32,A49,1185,A65,A75,3,single,A101,3,A124,40,A143,A152,1,A172,1,A191,A201,male,1
A12,23,A32,A43,6896,A61,A73,3,single,A101,1,A124,27,A143,A152,1,A173,1,A191,A201,male,0
A14,27,A32,A43,1008,A64,A73,3,single,A101,3,A123,32,A143,A152,2,A173,1,A191,A201,male,1
A12,24,A32,A42,1737,A65,A75,3,single,A101,3,A122,30,A143,A151,1,A173,1,A191,A201,female,1
A12,28,A34,A41,4559,A61,A72,3,single,A101,1,A121,35,A143,A152,2,A174,1,A191,A201,male,0
A11,12,A32,A43,1573,A61,A73,3,divorced/seperated/married,A101,2,A123,21,A143,A152,1,A173,1,A192,A201,female,1
A12,34,A34,A41,8167,A61,A72,3,single,A103,2,A124,38,A143,A152,1,A173,1,A191,A201,male,0
A14,13,A33,A42,2207,A64,A73,1,divorced/seperated/married,A101,1,A123,27,A143,A152,1,A174,1,A192,A201,female,1
A11,22,A32,A49,3077,A61,A75,1,single,A101,1,A121,30,A141,A152,1,A173,1,A192,A201,male,0
A12,14,A34,A43,1569,A61,A73,3,single,A103,1,A123,24,A143,A152,1,A173,1,A191,A201,male,0
A14,24,A32,A46,17159,A61,A75,1,divorced/seperated/married,A101,3,A123,36,A143,A152,1,A173,1,A192,A201,male,0
A14,14,A32,A49,1336,A61,A75,3,single,A101,3,A124,40,A143,A152,1,A172,1,A191,A201,male,1
A11,17,A34,A46,1055,A65,A75,1,divorced/seperated/married,A101,3,A122,46,A143,A151,2,A172,1,A191,A201,female,1
A11,14,A32,A40,9842,A61,A72,2,divorced/seperated/married,A101,3,A122,25,A143,A152,1,A173,1,A191,A201,female,0
A14,19,A32,A49,7756,A61,A75,2,divorced/seperated/married,A101,1,A123,29,A141,A152,1,A174,1,A192,A201,male,0
A12,24,A32,A43,4569,A65,A72,1,divorced/seperated/married,A101,1,A121,45,A143,A153,1,A173,1,A191,A201,female,1
A12,27,A32,A43,5710,A65,A74,1,single,A101,2,A124,45,A143,A153,1,A174,1,A192,A201,male,1
A13,8,A32,A40,1100,A62,A71,3,single,A101,1,A124,53,A141,A153,1,A173,1,A191,A202,male,1
A11,29,A32,A43,615,A65,A75,3,single,A101,3,A123,47,A143,A151,1,A173,1,A191,A201,male,1
A14,13,A34,A43,1333,A65,A73,3,married/widowed,A101,2,A121,35,A143,A152,2,A173,1,A191,A201,male,1
A14,20,A34,A49,6396,A61,A75,1,single,A101,1,A121,35,A143,A152,2,A173,1,A192,A201,male,1
A14,23,A32,A49,11103,A61,A75,1,single,A101,1,A121,31,A143,A152,1,A173,1,A192,A201,male,1
A14,12,A32,A49,2295,A61,A75,3,divorced/seperated/married,A101,1,A123,34,A143,A152,1,A174,1,A191,A201,male,0
A12,27,A32,A40,2983,A65,A74,2,divorced/seperated/married,A101,2,A122,22,A143,A152,1,A173,1,A191,A201,female,1
A14,32,A32,A49,1587,A64,A74,1,divorced/seperated/married,A101,2,A123,25,A143,A152,2,A173,1,A191,A201,male,1
A14,18,A32,A49,5877,A61,A75,1,single,A101,1,A121,32,A141,A152,2,A174,1,A192,A201,male,0
A12,24,A32,A40,1693,A65,A73,1,married/widowed,A101,3,A121,44,A143,A151,1,A174,1,A192,A201,female,1
A11,17,A34,A46,1194,A65,A75,1,divorced/seperated/married,A101,3,A122,46,A143,A151,2,A172,1,A191,A201,female,1
A11,16,A32,A46,14541,A61,A72,1,divorced/seperated/married,A101,3,A122,27,A143,A152,1,A173,1,A191,A201,female,0
A12,26,A32,A40,1417,A61,A73,3,divorced/seperated/married,A101,2,A123,21,A143,A152,1,A173,1,A191,A201,female,0
A12,16,A33,A42,2875,A65,A74,1,divorced/seperated/married,A101,2,A122,26,A143,A152,1,A173,1,A191,A201,female,1
A11,22,A32,A46,15150,A61,A72,1,single,A101,2,A122,25,A143,A152,1,A173,1,A191,A201,male,0
A14,8,A32,A40,923,A61,A71,3,single,A101,3,A123,50,A141,A152,1,A173,1,A191,A202,male,1
A13,11,A32,A40,1529,A62,A74,3,single,A101,1,A124,51,A141,A153,1,A173,1,A191,A202,male,1
A14,14,A34,A43,1005,A64,A73,3,married/widowed,A101,3,A121,35,A143,A152,2,A173,1,A191,A201,male,1
A12,27,A34,A41,4225,A61,A72,3,single,A101,2,A123,37,A143,A152,2,A174,1,A192,A201,male,0
A14,21,A32,A43,950,A64,A73,3,single,A101,3,A121,34,A143,A152,2,A173,1,A191,A201,male,1
A14,11,A33,A42,1597,A61,A71,3,single,A101,2,A123,22,A142,A152,1,A173,1,A192,A201,male,1
A12,17,A33,A42,3276,A65,A74,1,divorced/seperated/married,A101,2,A122,26,A143,A152,1,A173,1,A191,A201,female,1
A14,8,A30,A49,1704,A61,A75,3,divorced/seperated/married,A101,2,A121,34,A143,A152,1,A172,1,A191,A201,female,0
A11,21,A32,A42,1057,A65,A75,3,single,A101,3,A122,37,A143,A151,1,A173,1,A191,A201,female,1
A12,25,A34,A43,5169,A61,A72,2,single,A101,1,A121,35,A143,A153,1,A174,1,A192,A201,male,1
A11,6,A31,A40,1284,A61,A73,1,divorced/seperated/married,A102,3,A121,30,A142,A152,1,A172,1,A191,A201,female,1
A11,23,A32,A42,778,A65,A73,1,divorced/seperated,A101,3,A121,54,A143,A151,1,A172,1,A192,A201,male,1
A14,17,A34,A43,998,A63,A74,3,single,A101,2,A123,27,A143,A152,1,A173,1,A192,A201,male,1
A12,24,A34,A41,3995,A61,A72,3,single,A101,2,A121,34,A143,A153,2,A173,1,A191,A201,male,0
A14,9,A32,A42,2155,A64,A75,3,married/widowed,A101,2,A121,36,A143,A152,1,A172,1,A191,A201,female,1
A12,19,A34,A40,3529,A61,A73,3,single,A103,1,A124,25,A143,A152,1,A173,1,A191,A201,male,0
A12,26,A32,A43,4222,A65,A72,1,single,A101,1,A124,48,A143,A153,1,A174,1,A191,A201,female,1
A14,7,A30,A49,1538,A61,A75,3,divorced/seperated/married,A101,3,A121,36,A143,A152,1,A172,1,A191,A201,female,1
A14,6,A32,A44,716,A61,A71,3,single,A101,3,A123,49,A141,A152,1,A173,1,A191,A201,male,1
A14,18,A32,A49,1431,A61,A73,1,married/widowed,A101,1,A121,30,A141,A152,1,A173,1,A192,A201,male,1
A12,15,A34,A48,1872,A61,A74,3,single,A101,1,A123,25,A143,A152,1,A173,1,A191,A201,male,0
A12,26,A34,A41,4594,A61,A72,3,single,A101,1,A121,36,A143,A152,2,A174,1,A191,A201,male,0
A12,25,A34,A41,7015,A61,A73,3,single,A101,1,A122,33,A143,A152,1,A173,1,A191,A201,male,0
A12,28,A32,A46,16783,A61,A75,1,single,A101,3,A123,42,A143,A152,1,A173,1,A192,A201,male,0
A12,16,A34,A43,3168,A61,A71,2,married/widowed,A101,3,A123,39,A141,A152,2,A174,1,A192,A201,male,1
A14,19,A32,A42,1052,A61,A71,3,single,A101,3,A123,29,A143,A152,1,A173,1,A192,A201,male,1
A14,38,A32,A42,530,A63,A73,3,single,A101,3,A123,45,A143,A152,1,A173,1,A191,A201,male,1
A11,18,A32,A49,1274,A61,A75,3,single,A101,2,A124,40,A143,A152,1,A172,1,A191,A201,male,0
A11,19,A34,A42,6053,A61,A74,1,single,A101,1,A121,30,A143,A151,1,A174,1,A192,A201,male,1
A11,12,A32,A40,1787,A61,A73,3,divorced/seperated/married,A101,1,A121,22,A143,A152,1,A173,1,A191,A201,female,0
A11,4,A31,A40,508,A61,A73,1,divorced/seperated/married,A101,3,A122,39,A142,A152,1,A172,1,A192,A201,male,1
A13,17,A34,A43,3529,A61,A73,3,single,A101,2,A123,27,A143,A151,1,A173,1,A192,A201,male,1
A11,20,A34,A46,737,A65,A73,1,divorced/seperated/married,A101,3,A121,56,A143,A151,1,A172,1,A192,A201,female,1
A11,23,A32,A49,3249,A61,A75,3,single,A101,1,A123,31,A141,A151,1,A174,1,A192,A201,male,0
A12,24,A32,A43,2727,A65,A75,1,divorced/seperated/married,A101,3,A121,43,A143,A151,1,A174,1,A192,A201,female,1
A11,17,A34,A42,3164,A61,A74,3,single,A101,2,A122,31,A143,A151,1,A172,1,A191,A201,female,1
A14,7,A31,A40,1486,A61,A73,2,divorced/seperated/married,A102,3,A121,38,A142,A152,1,A172,1,A191,A201,male,1
A11,25,A34,A41,3812,A61,A74,2,single,A101,2,A124,38,A143,A153,2,A173,1,A191,A201,male,1
A14,17,A34,A43,905,A65,A75,3,single,A101,3,A121,36,A143,A152,2,A173,1,A191,A201,male,1
A12,21,A32,A40,2053,A65,A71,2,single,A101,3,A124,44,A143,A153,1,A173,1,A192,A201,male,1
A12,21,A32,A40,3980,A62,A74,1,single,A101,2,A124,50,A143,A153,1,A173,1,A192,A201,male,1
A14,14,A32,A49,1776,A65,A75,3,single,A101,2,A121,38,A143,A152,1,A172,1,A191,A201,male,1
A13,14,A34,A48,2471,A61,A74,3,single,A101,3,A122,31,A143,A153,1,A173,1,A191,A201,male,1
A12,19,A34,A43,1047,A65,A73,1,divorced/seperated/married,A101,3,A121,45,A143,A151,1,A172,1,A191,A201,female,1
A11,18,A34,A42,867,A65,A75,3,single,A101,3,A122,45,A143,A151,1,A172,1,A191,A201,female,1
A11,19,A34,A42,4514,A61,A74,3,divorced/seperated/married,A101,3,A122,34,A143,A151,1,A173,1,A191,A201,female,1
A12,26,A32,A43,5172,A65,A72,1,single,A101,1,A124,50,A143,A153,1,A174,1,A191,A201,female,1
A14,21,A32,A43,800,A65,A75,3,single,A101,3,A124,38,A143,A152,1,A173,1,A191,A201,male,1
A14,26,A34,A43,680,A65,A75,3,single,A101,3,A122,48,A143,A151,2,A173,1,A191,A201,male,1
A12,15,A32,A43,2887,A61,A73,3,single,A101,1,A124,22,A143,A152,1,A173,1,A191,A201,male,0
A13,16,A32,A40,2152,A62,A72,3,single,A101,1,A124,50,A143,A153,1,A173,1,A191,A202,male,1
A14,28,A32,A42,1490,A64,A74,1,divorced/seperated/married,A101,3,A123,27,A143,A152,1,A173,1,A191,A201,female,1
A14,30,A32,A43,666,A61,A73,2,divorced/seperated,A101,3,A121,42,A143,A152,1,A173,1,A192,A201,male,1
A14,21,A32,A43,1758,A61,A74,3,divorced/seperated,A101,1,A123,30,A143,A152,1,A173,1,A192,A201,male,1
A11,23,A32,A40,1455,A63,A72,3,divorced/seperated/married,A101,3,A122,24,A143,A151,1,A173,1,A191,A201,female,0
