Checking Account,Duration,Credit History,Purpose,Credit Amount,Savings,Present Employment Time,Installment Rate,Personal Status,Guarantors,Residence Time,Property,Age,Other Plans,Housing,Existing Credits,Job,Num of People,Telephone,Foreign Worker,gender,labels
A12,22,A31,A40,2410,A61,A75,3,divorced/seperated/married,A101,2,A121,24,A143,A152,1,A174,1,A192,A201,female,0
A11,27,A32,A43,2408,A62,A73,3,divorced/seperated/married,A101,1,A123,22,A143,A152,1,A173,1,A192,A201,female,0
A11,19,A32,A41,4786,A61,A73,3,single,A101,3,A123,29,A143,A152,1,A172,1,A191,A201,male,0
A14,22,A32,A43,4562,A63,A73,3,single,A101,2,A123,25,A143,A152,1,A173,1,A191,A201,male,1
A12,38,A33,A40,1397,A65,A73,3,divorced/seperated/married,A101,1,A122,49,A143,A152,1,A173,1,A192,A201,female,0
A12,25,A32,A41,7300,A65,A74,2,single,A101,3,A123,43,A143,A152,1,A173,1,A192,A201,male,1
A12,24,A34,A41,9967,A61,A71,1,divorced/seperated,A101,3,A124,54,A143,A153,1,A174,1,A192,A201,male,1
A11,14,A34,A40,1200,A61,A71,3,single,A101,3,A124,45,A143,A153,2,A174,1,A192,A201,male,1
A14,10,A32,A42,3890,A61,A72,2,divorced/seperated/married,A101,3,A123,36,A143,A152,1,A173,1,A192,A201,female,1
A11,4,A32,A43,390,A61,A73,3,married/widowed,A101,3,A121,55,A143,A152,1,A172,1,A191,A201,male,1
A13,14,A32,A42,656,A61,A73,3,single,A101,2,A121,34,A143,A152,1,A173,1,A191,A201,male,1
A11,31,A32,A43,1502,A61,A73,3,divorced/seperated/married,A101,3,A124,27,A143,A153,1,A172,1,A191,A201,male,0
A13,21,A32,A42,2605,A61,A73,2,divorced/seperated/married,A101,1,A121,34,A143,A152,1,A173,1,A191,A201,female,1
A12,18,A33,A40,374,A65,A73,3,divorced/seperated/married,A101,2,A122,26,A143,A152,1,A173,1,A192,A201,female,1
A12,35,A32,A43,3702,A61,A73,3,single,A101,2,A121,21,A143,A152,1,A172,1,A191,A201,male,0
A12,32,A33,A49,9148,A61,A73,1,single,A101,2,A123,19,A142,A152,2,A174,1,A192,A201,male,1
A14,20,A32,A43,3913,A61,A72,3,single,A101,3,A122,32,A143,A151,1,A173,1,A192,A201,male,0
A12,17,A33,A42,1831,A65,A73,3,divorced/seperated/married,A101,2,A123,26,A143,A152,1,A173,1,A192,A201,female,1
A14,35,A32,A40,6744,A65,A75,3,single,A101,3,A124,36,A143,A152,1,A173,1,A192,A201,male,1
A12,14,A32,A42,4405,A61,A72,1,divorced/seperated/married,A101,3,A122,24,A143,A152,1,A173,1,A191,A201,female,0
A12,25,A32,A42,1021,A65,A73,3,divorced/seperated/married,A101,2,A122,31,A143,A152,1,A173,1,A192,A201,female,1
A11,33,A32,A43,1735,A61,A73,3,divorced/seperated/married,A101,3,A121,25,A143,A152,1,A173,1,A191,A201,female,0
A14,30,A32,A43,3406,A61,A74,2,divorced/seperated/married,A101,1,A124,31,A143,A152,1,A173,1,A191,A201,male,1
A11,8,A32,A40,3046,A63,A73,1,single,A101,2,A123,38,A143,A152,1,A173,1,A191,A201,male,1
A11,24,A32,A43,1674,A61,A73,3,single,A101,3,A123,24,A143,A152,1,A172,1,A191,A201,female,0
A11,45,A32,A43,795,A62,A73,3,single,A101,3,A122,20,A143,A152,1,A173,1,A191,A201,male,0
A11,23,A32,A49,3851,A61,A73,2,divorced/seperated/married,A101,2,A121,21,A143,A151,1,A173,1,A192,A201,female,0
A14,18,A34,A40,1640,A61,A74,3,divorced/seperated/married,A101,2,A123,31,A143,A152,1,A173,1,A192,A201,male,1
A14,14,A32,A42,4305,A61,A74,1,divorced/seperated/married,A103,2,A123,32,A143,A152,1,A173,1,A191,A201,female,1
A14,7,A32,A42,554,A63,A73,1,single,A101,3,A121,30,A143,A151,1,A173,1,A191,A201,male,1
A14,7,A34,A43,1188,A61,A73,1,divorced/seperated/married,A101,1,A123,22,A143,A152,1,A173,1,A191,A201,female,1
A11,37,A32,A41,2654,A61,A73,3,single,A101,3,A123,36,A143,A152,1,A172,1,A191,A201,male,0
A14,16,A32,A42,2270,A61,A73,2,single,A101,2,A121,37,A143,A151,1,A173,1,A191,A201,male,1
A11,12,A32,A40,477,A61,A75,3,divorced/seperated/married,A101,3,A123,21,A143,A151,1,A173,1,A192,A201,female,0
A11,23,A32,A43,1695,A61,A73,3,divorced/seperated/married,A101,1,A123,23,A143,A152,1,A173,1,A191,A201,female,0
A14,39,A33,A49,8145,A61,A73,1,single,A101,1,A123,21,A143,A152,1,A174,1,A192,A201,male,1
A11,9,A32,A42,1019,A61,A73,1,single,A101,1,A121,28,A143,A152,1,A173,1,A191,A201,male,1
A12,47,A33,A42,1341,A65,A71,3,single,A101,2,A123,41,A141,A152,1,A171,1,A192,A201,male,1
A14,12,A32,A43,1579,A61,A72,2,divorced/seperated/married,A101,3,A121,29,A143,A151,1,A173,1,A191,A201,female,0
A11,11,A32,A43,2181,A61,A73,3,divorced/seperated/married,A101,1,A124,48,A143,A152,1,A172,1,A191,A201,female,1
A13,18,A34,A43,2615,A61,A75,3,single,A101,3,A122,49,A143,A152,1,A173,1,A192,A201,male,1
A11,45,A33,A49,10402,A62,A73,1,single,A101,1,A123,19,A143,A152,2,A174,1,A192,A201,male,1
A12,39,A34,A43,3884,A61,A75,3,single,A101,2,A123,27,A143,A152,1,A173,1,A191,A201,male,1
A12,34,A32,A41,3377,A61,A75,3,divorced/seperated/married,A101,3,A122,26,A143,A152,1,A173,1,A191,A201,female,0
A12,35,A33,A49,8617,A61,A74,1,single,A101,1,A123,19,A143,A152,1,A173,1,A192,A201,male,1
A11,5,A31,A40,2384,A65,A73,1,single,A101,3,A121,59,A143,A151,1,A172,1,A191,A201,male,1
A14,20,A32,A41,4153,A61,A73,2,divorced/seperated/married,A101,3,A123,43,A143,A152,1,A172,1,A191,A201,female,1
A11,23,A32,A40,502,A61,A73,3,divorced/seperated/married,A101,3,A121,30,A143,A152,1,A172,1,A191,A201,female,0
A11,11,A32,A43,439,A61,A73,2,divorced/seperated/married,A101,1,A121,39,A143,A152,1,A173,1,A191,A201,female,1
A14,17,A32,A43,392,A62,A71,3,married/widowed,A101,2,A122,29,A143,A152,2,A172,1,A192,A201,male,0
A14,22,A32,A43,2531,A61,A73,1,divorced/seperated/married,A101,1,A121,24,A143,A151,1,A173,1,A191,A201,female,1
A11,57,A33,A42,1002,A61,A74,2,single,A101,2,A122,35,A143,A152,1,A173,1,A192,A201,male,0
A12,31,A32,A40,3794,A62,A73,3,divorced/seperated/married,A101,3,A122,31,A141,A152,1,A173,1,A192,A201,female,0
A13,35,A34,A43,5779,A61,A75,3,single,A101,3,A123,41,A143,A152,1,A173,1,A191,A201,male,0
A14,22,A34,A43,1532,A62,A75,3,married/widowed,A101,3,A122,51,A141,A152,1,A173,1,A191,A201,male,1
A12,9,A32,A42,656,A61,A73,3,married/widowed,A101,2,A121,29,A143,A152,1,A173,1,A191,A201,female,1
A12,10,A32,A49,1814,A64,A73,3,single,A101,2,A121,25,A143,A151,1,A173,1,A191,A201,male,1
A14,21,A34,A43,443,A61,A73,3,married/widowed,A101,1,A123,20,A143,A152,2,A172,1,A191,A202,male,1
A14,24,A34,A43,2187,A61,A73,3,single,A101,3,A121,42,A143,A152,2,A173,1,A192,A201,male,1
A12,13,A34,A42,600,A61,A72,3,divorced/seperated/married,A101,2,A122,47,A143,A152,1,A173,1,A191,A201,female,1
A12,18,A32,A43,3201,A61,A72,3,divorced/seperated/married,A101,1,A123,34,A143,A151,1,A172,1,A191,A201,female,1
A14,30,A32,A40,3644,A65,A75,3,single,A101,3,A124,23,A141,A151,1,A174,1,A192,A201,male,1
A14,8,A32,A42,2628,A61,A72,1,divorced/seperated/married,A101,3,A122,25,A143,A152,1,A173,1,A191,A201,female,0
A11,37,A32,A40,4733,A61,A73,3,single,A101,2,A123,24,A143,A153,1,A174,1,A191,A201,male,0
A12,24,A32,A43,4445,A61,A72,3,single,A103,2,A122,25,A143,A152,1,A173,1,A191,A201,male,0
A12,13,A31,A43,3340,A61,A71,2,single,A101,3,A124,41,A143,A153,1,A173,1,A192,A201,male,1
A12,26,A33,A49,768,A62,A73,3,divorced/seperated/married,A101,2,A121,21,A143,A152,1,A174,1,A192,A201,female,0
A14,16,A32,A43,3243,A61,A73,1,single,A101,2,A121,28,A143,A151,1,A173,1,A191,A201,male,1
A14,24,A33,A40,7040,A65,A75,1,single,A101,3,A124,32,A141,A151,1,A173,1,A191,A201,male,1
A14,25,A32,A43,1066,A61,A74,3,married/widowed,A101,2,A122,51,A143,A152,1,A172,1,A192,A201,male,1
A11,22,A32,A40,2404,A62,A74,3,divorced/seperated/married,A101,2,A124,22,A143,A152,1,A173,1,A192,A201,male,1
A14,25,A34,A43,1603,A61,A75,3,single,A101,3,A122,31,A141,A152,1,A173,1,A191,A201,male,1
A12,7,A32,A43,2668,A63,A73,1,single,A101,2,A122,26,A143,A152,1,A173,1,A191,A201,male,1
A12,18,A33,A42,1379,A65,A73,3,divorced/seperated/married,A101,2,A121,36,A143,A152,1,A172,1,A191,A201,female,1
A14,29,A32,A41,3709,A61,A72,2,single,A101,1,A122,50,A143,A152,1,A173,1,A191,A201,male,1
A14,24,A34,A43,2404,A62,A75,3,single,A101,3,A124,41,A141,A152,1,A173,1,A191,A201,male,1
A11,21,A32,A43,2711,A61,A73,3,divorced/seperated/married,A101,3,A121,23,A143,A151,1,A173,1,A191,A201,female,0
A11,15,A34,A40,1105,A61,A73,3,divorced/seperated/married,A101,2,A121,25,A143,A152,1,A172,1,A191,A201,female,1
A14,35,A34,A43,2298,A61,A75,3,single,A101,1,A122,31,A141,A152,2,A172,1,A191,A201,male,1
A14,20,A32,A40,395,A62,A75,3,married/widowed,A101,3,A121,44,A143,A151,1,A172,1,A192,A201,female,1
A13,25,A34,A42,760,A61,A74,3,divorced/seperated/married,A101,2,A122,38,A143,A152,2,A173,1,A192,A201,female,1
A12,31,A32,A41,5282,A65,A73,1,divorced/seperated/married,A101,3,A121,25,A143,A151,1,A172,1,A191,A201,female,1
A12,30,A31,A43,5159,A65,A75,2,divorced/seperated/married,A101,3,A121,49,A141,A152,1,A174,1,A192,A201,female,1
A12,45,A33,A43,6102,A61,A72,3,single,A101,1,A122,26,A143,A151,1,A174,1,A191,A201,male,1
A14,16,A34,A41,1890,A61,A75,3,single,A101,3,A123,28,A141,A152,1,A173,1,A191,A201,male,1
A11,5,A32,A43,876,A61,A73,3,single,A101,3,A121,45,A143,A152,1,A172,1,A191,A201,male,1
A11,29,A32,A40,1440,A61,A75,3,divorced/seperated/married,A101,2,A123,26,A143,A152,1,A174,1,A192,A201,female,0
A14,17,A32,A42,2005,A64,A73,2,single,A101,2,A121,42,A143,A152,1,A173,1,A191,A201,male,1
A14,27,A32,A43,4279,A62,A75,3,single,A101,2,A123,39,A143,A152,1,A173,1,A191,A201,male,1
A14,10,A34,A43,1283,A61,A73,1,divorced/seperated/married,A101,1,A123,23,A143,A152,1,A173,1,A191,A201,female,1
A12,15,A34,A49,1388,A61,A72,2,single,A101,1,A121,34,A143,A152,2,A172,1,A192,A201,male,0
A14,31,A34,A40,3548,A64,A74,3,single,A101,2,A123,34,A143,A152,1,A173,1,A192,A201,male,1
A14,31,A34,A43,2046,A61,A75,3,married/widowed,A101,3,A121,58,A143,A152,2,A173,1,A192,A201,male,1
A14,29,A34,A40,3391,A62,A74,3,divorced/seperated/married,A101,1,A122,24,A141,A152,1,A172,1,A191,A201,female,0
A13,38,A32,A43,4631,A62,A73,2,single,A101,1,A123,22,A143,A152,1,A173,1,A191,A201,male,1
A14,28,A34,A40,463,A65,A74,3,divorced/seperated/married,A101,1,A122,33,A141,A152,1,A173,1,A191,A201,female,0
A14,19,A32,A43,2319,A61,A73,1,single,A101,1,A121,26,A143,A152,1,A173,1,A191,A201,male,1
A14,13,A32,A40,469,A62,A73,3,divorced/seperated/married,A101,3,A121,23,A143,A151,1,A173,1,A191,A201,female,1
A12,25,A34,A40,2968,A62,A72,3,divorced/seperated/married,A101,1,A122,31,A141,A152,1,A172,1,A191,A201,female,0
A12,30,A32,A41,7528,A65,A72,2,divorced/seperated/married,A101,3,A122,24,A143,A152,1,A172,1,A191,A201,female,0
A11,39,A32,A40,2878,A61,A73,3,divorced/seperated/married,A101,2,A121,20,A143,A152,1,A174,1,A192,A201,female,0
A12,31,A32,A40,6460,A65,A74,3,single,A101,1,A124,26,A143,A152,2,A173,1,A192,A201,male,0
A11,14,A32,A42,810,A61,A73,1,divorced/seperated/married,A101,2,A121,30,A143,A152,1,A173,1,A191,A201,female,0
A13,34,A31,A49,7604,A62,A75,3,single,A102,3,A124,28,A141,A151,1,A173,1,A192,A201,male,1
A11,7,A31,A42,2298,A61,A72,2,divorced/seperated/married,A101,3,A122,40,A143,A152,1,A173,1,A192,A201,female,1
A12,19,A32,A43,533,A62,A75,3,married/widowed,A101,3,A121,38,A141,A152,1,A172,1,A192,A201,male,1
A14,21,A34,A41,4535,A61,A71,3,single,A101,1,A123,48,A143,A152,1,A174,1,A192,A201,male,1
A12,26,A32,A42,2674,A62,A73,2,divorced/seperated/married,A101,2,A123,30,A143,A152,1,A173,1,A191,A201,male,1
A14,17,A34,A43,868,A61,A75,3,single,A101,2,A123,34,A143,A152,1,A172,1,A192,A201,male,1
A12,26,A33,A40,3975,A62,A72,3,single,A101,1,A122,44,A141,A152,1,A174,1,A192,A201,male,1
A12,39,A33,A49,2241,A61,A74,3,divorced/seperated/married,A101,2,A122,28,A143,A152,2,A174,1,A192,A201,male,0
A14,10,A34,A40,2023,A61,A72,3,single,A101,3,A123,34,A143,A152,2,A174,1,A191,A201,male,1
A12,29,A34,A43,2365,A62,A73,3,divorced/seperated/married,A101,1,A122,26,A143,A152,1,A172,1,A191,A201,female,0
A11,8,A34,A46,750,A62,A73,1,divorced/seperated/married,A101,1,A121,21,A143,A152,1,A171,1,A191,A201,female,1
A11,36,A32,A40,1720,A62,A75,3,divorced/seperated/married,A101,3,A123,27,A143,A152,1,A173,1,A192,A201,female,0
A14,5,A32,A42,2508,A61,A72,1,divorced/seperated/married,A101,3,A122,30,A143,A152,1,A173,1,A191,A201,female,0
A11,40,A32,A43,2147,A61,A72,3,single,A101,3,A122,33,A143,A152,1,A173,1,A191,A201,male,0
A14,12,A32,A41,2906,A61,A73,3,single,A101,3,A123,43,A143,A152,1,A173,1,A191,A201,male,1
A14,17,A32,A43,2757,A61,A74,1,divorced/seperated/married,A103,1,A123,30,A143,A152,1,A173,1,A192,A201,female,1
A14,27,A34,A41,5133,A61,A73,2,divorced/seperated,A101,3,A123,40,A143,A152,1,A173,1,A191,A201,male,1
A14,15,A32,A42,3380,A61,A72,2,divorced/seperated/married,A101,1,A122,31,A143,A152,1,A173,1,A191,A201,female,1
A12,34,A34,A40,4035,A62,A75,3,single,A101,3,A123,40,A143,A152,1,A174,1,A192,A201,female,0
A11,16,A31,A41,2890,A65,A73,1,divorced/seperated/married,A101,2,A124,39,A143,A152,1,A172,1,A191,A201,female,1
A12,18,A32,A42,3397,A61,A72,2,single,A101,2,A122,26,A143,A151,1,A173,1,A191,A201,male,1
A11,8,A32,A41,1566,A61,A73,3,divorced/seperated/married,A101,2,A124,52,A143,A152,1,A172,1,A191,A201,male,1
A14,28,A32,A40,6389,A65,A73,2,single,A101,3,A124,44,A143,A152,1,A173,1,A192,A201,male,1
A12,25,A32,A42,419,A65,A73,3,divorced/seperated/married,A101,3,A122,33,A143,A152,1,A173,1,A192,A201,female,1
A14,27,A34,A43,1195,A62,A75,3,married/widowed,A101,2,A123,46,A143,A152,1,A173,1,A192,A201,male,1
A11,19,A32,A43,5281,A61,A72,3,single,A101,3,A122,27,A143,A151,1,A173,1,A191,A201,male,0
A12,27,A32,A41,6304,A61,A73,1,single,A101,3,A124,26,A143,A151,1,A173,1,A191,A201,female,0
A14,31,A34,A43,3666,A65,A73,3,single,A101,2,A123,37,A143,A152,1,A172,1,A191,A201,male,1
A14,10,A32,A43,1615,A61,A74,2,divorced/seperated/married,A103,1,A121,39,A143,A152,1,A173,1,A191,A201,female,1
A12,16,A32,A40,3581,A61,A74,2,single,A101,1,A122,39,A143,A152,1,A173,1,A191,A202,male,1
A12,18,A32,A40,4861,A62,A74,2,divorced/seperated/married,A101,2,A122,43,A143,A152,1,A173,1,A191,A201,female,0
A11,6,A32,A42,675,A61,A73,1,divorced/seperated/married,A101,2,A121,34,A143,A152,1,A171,1,A191,A201,female,1
A14,11,A32,A40,572,A63,A73,3,married/widowed,A101,3,A121,43,A143,A151,1,A173,1,A191,A201,male,1
A14,31,A32,A41,5329,A65,A74,3,single,A101,1,A123,46,A143,A152,1,A174,1,A192,A201,male,1
A14,27,A32,A43,1342,A62,A75,3,married/widowed,A101,3,A122,56,A141,A152,1,A172,1,A191,A201,male,1
A12,20,A33,A49,4009,A61,A74,1,single,A101,2,A123,21,A143,A151,2,A173,1,A192,A201,male,1
A14,24,A34,A41,3187,A64,A74,3,single,A101,1,A123,33,A143,A152,1,A173,1,A191,A201,male,1
A14,10,A32,A43,1489,A61,A74,1,divorced/seperated/married,A103,1,A123,26,A143,A152,1,A173,1,A191,A201,female,1
A12,30,A32,A40,1393,A62,A73,3,divorced/seperated/married,A101,1,A123,23,A143,A151,1,A172,1,A192,A201,female,0
A13,17,A32,A43,3716,A61,A73,2,single,A101,1,A121,30,A143,A152,1,A173,1,A192,A201,male,1
A12,24,A34,A40,727,A62,A72,3,divorced/seperated/married,A101,2,A122,23,A143,A152,1,A174,1,A191,A201,female,0
A12,38,A34,A43,8905,A61,A73,3,single,A101,3,A123,31,A143,A152,1,A173,1,A191,A201,male,0
A14,30,A33,A42,5250,A62,A73,1,single,A101,2,A123,19,A143,A152,2,A173,1,A191,A201,male,1
A14,32,A34,A43,1397,A61,A73,3,married/widowed,A101,2,A123,24,A142,A152,2,A173,1,A191,A201,male,1
A14,16,A34,A43,5083,A65,A75,2,single,A103,3,A122,53,A143,A152,2,A173,1,A192,A201,male,1
A14,14,A34,A41,2250,A61,A74,3,single,A101,2,A123,37,A143,A152,1,A173,1,A192,A201,male,1
A12,12,A32,A49,2170,A61,A73,1,single,A101,2,A121,31,A143,A152,1,A173,1,A192,A201,male,1
A13,31,A32,A41,2957,A65,A71,3,single,A101,3,A123,54,A143,A153,1,A173,1,A192,A201,male,1
A14,13,A34,A42,1882,A61,A74,3,single,A101,1,A123,38,A143,A152,1,A173,1,A191,A201,male,0
A11,15,A32,A43,744,A61,A75,3,divorced/seperated/married,A101,2,A121,22,A143,A152,1,A173,1,A191,A201,female,0
A11,35,A32,A45,971,A61,A75,3,divorced/seperated/married,A101,3,A121,24,A143,A151,1,A174,1,A191,A201,female,0
A12,35,A32,A49,4785,A61,A74,2,single,A101,1,A123,32,A143,A151,1,A173,1,A192,A201,male,0
A11,24,A32,A42,4054,A61,A72,2,divorced/seperated/married,A101,3,A122,28,A143,A151,1,A173,1,A192,A201,female,0
A14,21,A34,A43,1112,A64,A75,3,single,A101,3,A122,48,A143,A152,2,A173,1,A191,A201,male,1
A14,13,A32,A42,4291,A61,A72,2,divorced/seperated/married,A101,2,A123,47,A143,A152,1,A173,1,A192,A201,female,1
A12,14,A34,A43,2100,A61,A73,2,single,A101,3,A123,34,A143,A151,2,A173,1,A191,A201,male,1
A12,25,A32,A43,7468,A65,A72,1,divorced/seperated/married,A101,3,A123,24,A143,A152,1,A173,1,A191,A201,female,1
A11,19,A31,A43,3379,A61,A74,2,divorced/seperated/married,A101,1,A124,30,A143,A152,1,A172,1,A191,A201,female,1
A12,17,A32,A41,4698,A64,A74,3,single,A101,1,A123,22,A143,A152,1,A173,1,A191,A201,male,1
A14,22,A32,A41,3777,A61,A74,3,single,A101,1,A123,42,A143,A152,1,A173,1,A192,A201,male,1
A12,35,A32,A40,8440,A62,A74,1,single,A101,1,A123,29,A143,A152,1,A173,1,A191,A201,male,0
A11,24,A32,A43,771,A61,A75,3,divorced/seperated/married,A101,3,A121,25,A143,A152,1,A173,1,A191,A201,female,0
A11,21,A32,A43,3308,A61,A73,3,divorced/seperated/married,A101,1,A123,24,A143,A152,1,A173,1,A191,A201,female,1
